S1_time,S1_IBI,S2_time,S2_IBI,S3_time,S3_IBI,S4_time,S4_IBI,S5_time,S5_IBI,S6_time,S6_IBI,S7_time,S7_IBI,S8_time,S8_IBI,S9_time,S9_IBI,S10_time,S10_IBI
2370.76477,0.515649,2079.517063,0.593777,1517.303829,0.562526,4319.041451,0.453146,1705.624949,0.640654,4900.89621,0.890666,4307.087779,0.453146,4069.951924,0.890666,2599.181476,0.375017,2972.917333,0.32814
2420.767059,0.421894,2096.674099,0.531274,1517.928857,0.625029,4397.826307,0.406269,1717.047347,0.500023,5043.55899,1.53132,4411.608189,0.375017,4082.483748,0.593777,2599.556493,0.375017,3003.887501,0.421894
2421.095199,0.32814,2112.09668,0.43752,1518.444506,0.515649,4489.20549,0.421894,1717.500492,0.453146,5093.998799,0.531274,4416.295903,0.609403,4082.921268,0.43752,2726.093535,0.515649,3096.813629,0.468771
2445.127549,0.421894,2191.772202,0.390643,1519.053909,0.609403,4631.852644,0.468771,1719.859975,0.625029,5187.721839,0.390643,4416.99906,0.703157,4083.311911,0.390643,2875.287864,0.76566,3109.048564,0.343766
2484.863743,0.32814,2192.084716,0.312514,1519.553932,0.500023,4834.330663,0.500023,1720.344373,0.484397,5262.834652,0.343766,4635.540314,0.5469,4151.424403,0.32814,3003.981255,0.781286,3167.301231,0.5469
2485.23876,0.375017,2192.412856,0.32814,1520.132083,0.578151,4834.736931,0.406269,1720.93815,0.593777,5263.162792,0.32814,4727.341391,0.421894,4190.082423,0.531274,3004.950049,0.968794,3228.194643,0.609403
2563.648599,0.484397,2209.601143,0.515649,1520.600855,0.468771,4836.737023,0.421894,1721.391295,0.453146,5267.91301,0.406269,4727.825788,0.484397,4193.676337,0.687531,3005.793838,0.843789,3228.882175,0.687531
2601.712842,0.421894,2218.617181,0.359391,1521.179006,0.578151,4857.581727,0.484397,1722.016324,0.625029,5268.24115,0.32814,4817.704902,0.734409,4194.488875,0.812537,3138.659295,1.234432,3229.522829,0.640654
2734.515796,0.375017,2235.555456,0.578151,1521.725906,0.5469,4859.878707,0.562526,1722.500721,0.484397,5628.617021,0.515649,4882.410989,0.65628,4274.695671,0.359391,3172.6296,0.781286,3274.44676,0.32814
2775.533298,0.421894,2301.386594,0.453146,1522.304058,0.578151,4945.070107,0.515649,1741.220328,0.562526,5629.038915,0.421894,4882.989141,0.578151,4275.070688,0.375017,3270.009057,0.406269,3274.899906,0.453146
2776.048947,0.515649,2301.761611,0.375017,1525.022932,0.500023,4965.055397,0.375017,1741.767228,0.5469,5629.507687,0.468771,5015.682715,0.43752,4275.523834,0.453146,3584.289068,0.468771,3275.21242,0.312514
2803.815843,0.5469,2302.183506,0.421894,1525.601084,0.578151,4965.414788,0.359391,1746.142428,0.625029,5630.00771,0.500023,5036.652425,0.343766,4275.930103,0.406269,3584.710963,0.421894,3275.603063,0.390643
2804.206486,0.390643,2302.558523,0.375017,1526.179235,0.578151,4996.088067,0.343766,1746.658077,0.515649,5825.32915,0.43752,5066.622546,0.843789,4276.430125,0.500023,3679.184037,0.609403,3280.056392,0.453146
2919.571141,0.359391,2302.886663,0.32814,1526.773012,0.593777,4996.556839,0.468771,1747.220603,0.562526,5825.719793,0.390643,5067.622592,1.000046,4344.35511,0.312514,3679.668434,0.484397,3280.415784,0.359391
3003.903127,0.406269,2326.809633,0.359391,1527.273035,0.500023,5020.589189,0.406269,1747.689374,0.468771,5828.282411,0.468771,5068.497632,0.87504,4344.714501,0.359391,3698.013024,0.406269,3280.837678,0.421894
3011.012827,0.390643,2327.200276,0.390643,1527.866812,0.593777,5160.829983,0.640654,1748.330029,0.640654,5828.641802,0.359391,5069.669561,1.171929,4345.058267,0.343766,3770.406963,0.562526,3281.290824,0.453146
3029.294914,0.312514,2405.766372,0.312514,1528.429338,0.562526,5161.564392,0.734409,1748.814426,0.484397,5904.270264,0.312514,5070.888367,1.218806,4552.083368,0.375017,3770.985114,0.578151,3288.291144,0.375017
3054.155427,0.43752,2477.566534,0.515649,1529.007489,0.578151,5162.205046,0.640654,1749.439454,0.625029,5928.537,0.468771,5072.310307,1.42194,4620.008353,0.375017,3779.626135,0.390643,3293.963279,0.421894
3054.514818,0.359391,2477.925925,0.359391,1529.507512,0.500023,5241.739937,0.43752,1749.923851,0.484397,6128.983675,0.390643,5238.333531,0.359391,4620.430247,0.421894,3780.07928,0.453146,3300.166688,0.343766
3063.249593,0.578151,2483.035534,0.468771,1530.070038,0.562526,5282.444925,0.609403,1750.423874,0.500023,6171.313738,0.312514,5395.778238,0.468771,4805.032447,0.312514,3780.62618,0.5469,3300.494828,0.32814
3065.280936,0.500023,2483.48868,0.453146,1530.64819,0.578151,5398.403358,0.453146,1752.705229,0.578151,6228.175715,0.359391,5481.985309,0.734409,4805.391839,0.359391,3819.924854,0.32814,3300.838593,0.343766
3102.970161,0.65628,2500.598838,0.32814,1531.163838,0.515649,5398.872129,0.468771,1753.174,0.468771,6251.473657,0.359391,5754.185269,0.375017,4815.048531,0.484397,3840.03515,0.453146,3301.151108,0.312514
3110.189242,0.43752,2517.662119,0.421894,1534.554618,0.625029,5442.764763,0.515649,1758.221106,0.640654,6271.365192,0.531274,5835.532743,0.468771,4921.522154,0.375017,3864.926914,0.312514,3301.526125,0.375017
3143.143875,0.87504,2520.724759,0.515649,1535.02339,0.468771,5500.25177,0.312514,1760.877478,0.5469,6271.802712,0.43752,6048.214353,0.32814,5015.354574,0.421894,3865.301931,0.375017,3363.825852,0.890666
3143.862658,0.718783,2521.349788,0.625029,1535.57029,0.5469,5632.804712,0.421894,1761.518132,0.640654,6272.28711,0.484397,6135.562102,0.468771,5015.838972,0.484397,4132.736048,0.515649,3364.857149,1.031297
3144.690821,0.828163,2541.381955,0.484397,1536.179693,0.609403,5656.415168,0.406269,1762.049407,0.531274,6399.511683,0.625029,6222.14419,0.609403,5016.385872,0.5469,4156.737147,0.98442,3365.779066,0.921917
3145.675241,0.98442,2667.278343,0.359391,1536.757844,0.578151,5656.868314,0.453146,1762.705687,0.65628,6509.157327,0.703157,6222.675464,0.531274,5016.964023,0.578151,4157.737193,1.000046,3366.63848,0.859414
3241.77339,1.000046,2667.622108,0.343766,1537.273493,0.515649,5677.697392,0.453146,1763.268212,0.562526,6531.455223,0.359391,6368.463387,0.43752,5040.840116,0.500023,4274.867554,1.140677,3384.123656,0.98442
3242.64843,0.87504,2667.9815,0.359391,1537.86727,0.593777,5770.842281,0.796911,1779.534582,0.671906,6538.705555,0.390643,6368.916533,0.453146,5052.356268,0.390643,4284.258609,0.468771,3519.286093,0.640654
3324.339669,0.531274,2688.638695,0.32814,1538.367293,0.500023,5836.907805,0.828163,1866.085419,0.421894,6634.897458,0.609403,6392.073843,0.406269,5087.295367,0.671906,4356.558794,0.640654,3675.293234,0.406269
3440.56374,0.421894,2778.18967,0.343766,1538.914193,0.5469,5882.941162,0.609403,1868.929299,0.5469,6775.185129,0.359391,6430.466226,0.343766,5189.346914,0.343766,4392.85733,0.687531,3711.388636,0.375017
3486.206454,0.625029,2818.410261,0.515649,1539.492344,0.578151,5883.691196,0.750034,1871.085648,0.484397,6793.904736,1.390689,6621.115577,0.468771,5189.815685,0.468771,4643.650061,0.671906,3711.716776,0.32814
3486.784606,0.578151,2818.894658,0.484397,1540.007993,0.515649,5893.37914,0.421894,1904.805941,0.500023,6877.236676,0.359391,6797.201763,0.500023,5205.441401,0.375017,4669.416865,0.390643,3958.384318,0.32814
3487.472137,0.687531,2819.441558,0.5469,1540.617396,0.609403,5893.691654,0.312514,1913.806353,0.515649,6890.424779,0.32814,6825.32805,0.375017,5217.145061,0.453146,4800.375985,0.375017,4037.216051,0.812537
3488.034663,0.562526,2866.287452,0.500023,1541.133044,0.515649,5894.097923,0.406269,1914.259499,0.453146,6890.893551,0.468771,6839.922468,0.406269,5217.582581,0.43752,4888.301884,0.312514,4038.106717,0.890666
3751.968619,0.5469,2866.678095,0.390643,1541.679945,0.5469,6015.556608,0.421894,2037.405761,0.421894,7075.792639,0.531274,6920.832422,0.312514,5231.473842,0.43752,4888.630024,0.32814,4038.997383,0.890666
3752.515519,0.5469,2902.867252,0.453146,1542.24247,0.562526,6015.962876,0.406269,2277.010478,0.359391,7101.856333,0.390643,6931.989182,0.343766,5232.020742,0.5469,4889.036293,0.406269,4040.122434,1.125051
3860.379832,0.625029,2909.055035,0.468771,1542.820622,0.578151,6020.947479,0.562526,2334.638116,0.375017,7260.144828,0.421894,6932.317322,0.32814,5263.506558,0.484397,5076.294865,0.593777,4041.138106,1.015671
3860.989234,0.609403,2916.602255,0.359391,1543.351896,0.531274,6135.077704,0.453146,2433.939537,0.453146,7303.584316,0.687531,6994.117026,0.421894,5327.196974,0.390643,5185.768626,0.968794,4167.034493,0.640654
4105.250415,0.421894,2916.946021,0.343766,1543.930048,0.578151,6435.544582,0.562526,2449.674632,0.500023,7349.477042,0.43752,6994.476418,0.359391,5568.95804,0.500023,5210.457256,0.500023,4167.800153,0.76566
4105.734812,0.484397,2926.227696,0.406269,1544.383193,0.453146,6581.566891,0.43752,2540.475663,0.375017,7402.307586,0.390643,6994.867061,0.390643,5698.260834,0.453146,5245.599489,0.515649,4306.040856,0.593777
4106.297338,0.562526,3040.311043,0.343766,1544.961345,0.578151,6596.536327,0.359391,2540.803803,0.32814,7402.791983,0.484397,6998.632858,0.406269,5698.635851,0.375017,5339.681921,0.734409,4334.151518,0.359391
4247.100659,0.390643,3183.083203,0.5469,1545.664502,0.703157,6616.630996,0.359391,2825.05119,0.375017,7403.198251,0.406269,7176.797263,0.468771,5842.68932,0.43752,5425.74836,0.43752,4577.615788,0.781286
