relative_time,S1_EDA,S2_EDA,S3_EDA,S4_EDA,S5_EDA,S6_EDA,S7_EDA,S8_EDA,S9_EDA,S10_EDA
4317.75,0.981895,0.352654,0.873011,0.696057,0.346164,1.311,0.633199,0.503654,0.19093,0.356477
4318.0,0.980613,0.350091,0.875574,0.694776,0.350007,1.312281,0.639605,0.503654,0.192211,0.355196
4318.25,0.976769,0.34881,0.885827,0.696057,0.347445,1.308438,0.637042,0.503654,0.19093,0.357758
4318.5,0.969081,0.344966,0.848661,0.694776,0.344883,1.305876,0.637042,0.50878,0.189648,0.357758
4318.75,0.963955,0.344966,0.816622,0.692213,0.346164,1.300751,0.635761,0.504936,0.192211,0.356477
4319.0,0.958829,0.344966,0.811496,0.693494,0.343602,1.302032,0.635761,0.476741,0.19093,0.355196
4319.25,0.954985,0.33984,0.824312,0.690932,0.344883,1.294346,0.639605,0.604898,0.192211,0.355196
4319.5,0.951141,0.33984,0.814059,0.692213,0.346164,1.293065,0.640886,0.502373,0.19093,0.355196
4319.75,0.94986,0.338559,0.790991,0.697338,0.343602,1.28794,0.638324,0.503654,0.19093,0.356477
4320.0,0.947297,0.338559,0.773049,0.692213,0.346164,1.289221,0.63448,0.49212,0.193493,0.353914
4320.25,0.946015,0.337277,0.764078,0.694776,0.339758,1.286659,0.633199,0.486994,0.194774,0.357758
4320.5,0.954985,0.341122,0.752544,0.697338,0.346164,1.281535,0.629356,0.490838,0.193493,0.360321
4320.75,0.957548,0.337277,0.74101,0.699901,0.338477,1.282816,0.619107,0.486994,0.192211,0.356477
4321.0,0.957548,0.335996,0.735884,0.698619,0.34232,1.282816,0.617826,0.488275,0.192211,0.356477
4321.25,0.953704,0.334715,0.729476,0.693494,0.339758,1.281535,0.612702,0.495965,0.193493,0.356477
4321.5,0.942171,0.342403,0.725631,0.692213,0.337196,1.275129,0.612702,0.571577,0.192211,0.352633
4321.75,0.948578,0.351373,0.729476,0.690932,0.337196,1.278973,0.611421,0.493402,0.192211,0.355196
4322.0,0.944734,0.352654,0.758952,0.690932,0.337196,1.280254,0.608858,0.490838,0.193493,0.356477
4322.25,0.94089,0.343684,0.826875,0.685807,0.335915,1.275129,0.610139,0.489557,0.193493,0.353914
4322.5,0.930638,0.335996,0.876856,0.685807,0.332072,1.271286,0.605015,0.489557,0.192211,0.355196
4322.75,0.921669,0.332152,0.867885,0.684526,0.335915,1.286659,0.615264,0.495965,0.193493,0.355196
4323.0,0.916543,0.33087,0.855069,0.683244,0.334634,1.284097,0.613983,0.493402,0.193493,0.355196
4323.25,0.912699,0.325745,0.842254,0.679401,0.332072,1.285378,0.602453,0.513907,0.193493,0.356477
4323.5,0.906292,0.325745,0.84738,0.680682,0.334634,1.286659,0.601172,0.14738,0.193493,0.352633
4323.75,0.908854,0.327026,0.848661,0.678119,0.334634,1.286659,0.603734,0.003845,0.193493,0.355196
4324.0,0.901166,0.323182,0.833283,0.678119,0.332072,1.284097,0.599891,0.001282,0.193493,0.353914
4324.25,0.901166,0.320619,0.830719,0.676838,0.334634,1.284097,0.599891,0.001282,0.193493,0.352633
4324.5,0.898603,0.324463,0.830719,0.671713,0.334634,1.282816,0.59861,0.002563,0.194774,0.355196
4324.75,0.889633,0.320619,0.830719,0.671713,0.334634,1.278973,0.608858,0.002563,0.194774,0.351352
4325.0,0.883226,0.320619,0.832001,0.672994,0.329509,1.27641,0.606296,0.002563,0.193493,0.352633
4325.25,0.878101,0.311649,0.829438,0.671713,0.330791,1.27641,0.601172,0.003845,0.193493,0.35007
4325.5,0.878101,0.318056,0.829438,0.669151,0.330791,1.273848,0.602453,0.002563,0.194774,0.352633
4325.75,0.874256,0.316775,0.832001,0.669151,0.332072,1.272567,0.599891,0.494683,0.193493,0.353914
4326.0,0.870412,0.315493,0.830719,0.666588,0.329509,1.270005,0.59861,0.494683,0.193493,0.35007
4326.25,0.866568,0.314212,0.829438,0.669151,0.328228,1.267443,0.601172,0.012816,0.194774,0.351352
4326.5,0.867849,0.314212,0.829438,0.674276,0.328228,1.26488,0.59861,0.002563,0.194774,0.353914
4326.75,0.862724,0.318056,0.825593,0.667869,0.330791,1.266161,0.597328,0.465207,0.193493,0.35007
4327.0,0.860161,0.312931,0.826875,0.666588,0.328228,1.259756,0.594766,0.430605,0.194774,0.352633
4327.25,0.855035,0.311649,0.825593,0.666588,0.325666,1.252069,0.59861,0.006408,0.193493,0.353914
4327.5,0.856317,0.309086,0.82303,0.664025,0.326947,1.249507,0.57555,0.412663,0.198618,0.352633
4327.75,0.84991,0.307805,0.824312,0.664025,0.323104,1.248226,0.562739,0.511343,0.194774,0.352633
4328.0,0.848628,0.305242,0.825593,0.664025,0.328228,1.245664,0.571706,0.099962,0.198618,0.353914
4328.25,0.843503,0.305242,0.82303,0.661463,0.321823,1.245664,0.571706,0.488275,0.196055,0.351352
4328.5,0.843503,0.303961,0.82303,0.664025,0.326947,1.244383,0.574269,0.007689,0.194774,0.351352
4328.75,0.843503,0.305242,0.820467,0.662744,0.321823,1.241821,0.574269,0.002563,0.198618,0.348789
4329.0,0.838377,0.303961,0.819185,0.660182,0.321823,1.235415,0.585799,0.003845,0.196055,0.351352
4329.25,0.839658,0.302679,0.814059,0.660182,0.324385,1.235415,0.581955,0.002563,0.196055,0.351352
4329.5,0.837096,0.301398,0.811496,0.661463,0.324385,1.231572,0.581955,0.499809,0.194774,0.351352
4329.75,0.835814,0.300116,0.810214,0.656338,0.323104,1.22901,0.580674,0.497246,0.196055,0.351352
4330.0,0.842221,0.302679,0.810214,0.656338,0.321823,1.225166,0.580674,0.497246,0.194774,0.35007
4330.25,0.84991,0.298835,0.80637,0.656338,0.315417,1.227728,0.58708,0.497246,0.1999,0.348789
4330.5,0.864005,0.297554,0.802525,0.656338,0.305169,1.225166,0.583236,0.498528,0.194774,0.348789
4330.75,0.871694,0.297554,0.799962,0.655057,0.303887,1.225166,0.580674,0.497246,0.194774,0.35007
4331.0,0.871694,0.297554,0.79868,0.6589,0.302606,1.221323,0.579393,0.498528,0.196055,0.348789
4331.25,0.874256,0.296272,0.796117,0.653775,0.302606,1.218761,0.579393,0.501091,0.194774,0.348789
4331.5,0.869131,0.292428,0.79868,0.651213,0.302606,1.21748,0.589642,0.517751,0.194774,0.353914
4331.75,0.864005,0.292428,0.796117,0.652494,0.300044,1.214918,0.580674,0.511343,0.194774,0.347508
4332.0,0.861442,0.293709,0.796117,0.653775,0.302606,1.214918,0.579393,0.143535,0.194774,0.351352
4332.25,0.853754,0.289865,0.79868,0.651213,0.301325,1.209793,0.576831,0.003845,0.194774,0.351352
4332.5,0.846065,0.292428,0.793554,0.649932,0.302606,1.208512,0.571706,0.002563,0.194774,0.35007
4332.75,0.842221,0.291147,0.792273,0.649932,0.298763,1.204669,0.569144,0.002563,0.194774,0.347508
4333.0,0.834533,0.289865,0.78971,0.64865,0.298763,1.204669,0.569144,0.507499,0.196055,0.35007
4333.25,0.835814,0.289865,0.788428,0.646088,0.298763,1.200825,0.567863,0.196079,0.197337,0.353914
4333.5,0.83197,0.288584,0.787146,0.647369,0.29492,1.199544,0.566582,0.002563,0.194774,0.35007
4333.75,0.835814,0.287302,0.784583,0.644807,0.297482,1.196982,0.567863,0.457518,0.194774,0.348789
4334.0,0.853754,0.288584,0.783302,0.643525,0.297482,1.193139,0.578112,0.481868,0.194774,0.347508
4334.25,0.885789,0.286021,0.780739,0.643525,0.293639,1.188014,0.580674,0.476741,0.193493,0.347508
4334.5,0.916543,0.283458,0.78202,0.643525,0.293639,1.186733,0.589642,0.033321,0.193493,0.348789
4334.75,0.952422,0.28474,0.78202,0.642244,0.29492,1.190577,0.567863,0.003845,0.192211,0.348789
4335.0,0.970362,0.282177,0.778175,0.639682,0.293639,1.184171,0.451283,0.001282,0.19093,0.348789
4335.25,0.983176,0.283458,0.778175,0.640963,0.292358,1.180328,0.501177,0.002563,0.19093,0.348789
4335.5,0.989583,0.282177,0.773049,0.642244,0.296201,1.181609,0.506301,0.462644,0.192211,0.347508
4335.75,1.015211,0.282177,0.776894,0.637119,0.296201,1.179047,0.496052,0.49212,0.193493,0.346226
4336.0,1.066468,0.278333,0.771768,0.6384,0.293639,1.176484,0.498615,0.005126,0.192211,0.35007
4336.25,1.131819,0.280895,0.767923,0.642244,0.293639,1.175203,0.506301,0.002563,0.193493,0.348789
4336.5,1.206141,0.280895,0.767923,0.644807,0.293639,1.173922,0.515269,0.002563,0.194774,0.352633
4336.75,1.233051,0.277051,0.76536,0.646088,0.293639,1.179047,0.524237,0.003845,0.192211,0.347508
4337.0,1.236895,0.277051,0.766641,0.640963,0.288514,1.180328,0.537048,0.389595,0.193493,0.353914
4337.25,1.227925,0.278333,0.762797,0.640963,0.288514,1.180328,0.540891,0.089709,0.194774,0.353914
4337.5,1.229207,0.279614,0.764078,0.643525,0.292358,1.188014,0.547296,0.003845,0.194774,0.351352
4337.75,1.192046,0.274488,0.762797,0.639682,0.288514,1.211074,0.570356,0.002563,0.193493,0.351352
4338.0,1.188201,0.27577,0.767923,0.6384,0.288514,1.244383,0.583167,0.001282,0.193493,0.35007
4338.25,1.21383,0.277051,0.769204,0.6384,0.288514,1.249507,0.592135,0.003845,0.193493,0.353914
4338.5,1.240739,0.271925,0.769204,0.637119,0.292358,1.268724,0.593416,0.003845,0.198618,0.35007
4338.75,1.252272,0.27577,0.766641,0.635838,0.296201,1.291783,0.593416,0.494683,0.193493,0.35007
4339.0,1.25996,0.273207,0.766641,0.631994,0.296201,1.309719,0.589573,0.008971,0.194774,0.346226
4339.25,1.284307,0.27577,0.764078,0.631994,0.297482,1.319968,0.584448,0.002563,0.194774,0.347508
4339.5,1.284307,0.270644,0.761515,0.630713,0.293639,1.330216,0.585729,0.002563,0.194774,0.343664
4339.75,1.26893,0.271925,0.761515,0.631994,0.298763,1.336622,0.585729,0.002563,0.198618,0.347508
4340.0,1.244583,0.270644,0.760234,0.630713,0.29492,1.339184,0.576762,0.001282,0.196055,0.348789
4340.25,1.234332,0.270644,0.760234,0.629432,0.288514,1.349433,0.584448,0.003845,0.1999,0.347508
4340.5,1.248428,0.273207,0.760234,0.631994,0.285952,1.360963,0.580605,0.002563,0.201181,0.347508
4340.75,1.265086,0.270644,0.75767,0.62815,0.280828,1.369931,0.576762,0.506217,0.196055,0.346226
4341.0,1.270212,0.271925,0.756389,0.626869,0.298763,1.371212,0.574199,0.007689,0.194774,0.347508
4341.25,1.266367,0.265518,0.755107,0.626869,0.309012,1.367368,0.570356,0.003845,0.197337,0.346226
4341.5,1.271493,0.2668,0.751263,0.624307,0.309012,1.360963,0.570356,0.002563,0.196055,0.343664
4341.75,1.285589,0.264237,0.749981,0.623025,0.307731,1.351995,0.570356,0.003845,0.196055,0.343664
4342.0,1.29584,0.264237,0.747418,0.621744,0.30645,1.348152,0.569075,0.002563,0.194774,0.35007
4342.25,1.288151,0.265518,0.748699,0.621744,0.307731,1.336622,0.569075,0.002563,0.197337,0.352633
4342.5,1.298403,0.264237,0.747418,0.621744,0.307731,1.326373,0.567794,0.002563,0.196055,0.352633
4342.75,1.299684,0.261674,0.752544,0.619182,0.30645,1.316124,0.565232,0.484431,0.197337,0.35007
4343.0,1.29584,0.264237,0.748699,0.621744,0.30645,1.305876,0.563951,0.020505,0.197337,0.355196
4343.25,1.289433,0.262956,0.748699,0.620463,0.302606,1.298189,0.560107,0.002563,0.196055,0.351352
4343.5,1.288151,0.262956,0.748699,0.616619,0.302606,1.291783,0.557545,0.003845,0.197337,0.351352
4343.75,1.288151,0.260393,0.749981,0.6179,0.300044,1.280254,0.556264,0.003845,0.197337,0.351352
4344.0,1.280463,0.261674,0.749981,0.6179,0.303887,1.281535,0.554983,0.002563,0.198618,0.35007
4344.25,1.274056,0.25783,0.721787,0.616619,0.301325,1.266161,0.553702,0.003845,0.196055,0.351352
4344.5,1.26893,0.259111,0.719224,0.614057,0.303887,1.259756,0.557545,0.002563,0.196055,0.355196
4344.75,1.267649,0.259111,0.720505,0.616619,0.301325,1.257194,0.566513,0.056389,0.197337,0.35904
4345.0,1.261242,0.256549,0.707689,0.612775,0.300044,1.250788,0.570356,0.002563,0.194774,0.355196
4345.25,1.248428,0.25783,0.679495,0.611494,0.297482,1.241821,0.575481,0.002563,0.197337,0.356477
4345.5,1.238176,0.259111,0.679495,0.611494,0.298763,1.239258,0.581886,0.003845,0.194774,0.356477
4345.75,1.227925,0.259111,0.682058,0.612775,0.296201,1.234134,0.588292,0.003845,0.197337,0.357758
4346.0,1.238176,0.256549,0.68334,0.612775,0.297482,1.214918,0.593416,0.489557,0.196055,0.356477
4346.25,1.283026,0.253986,0.688466,0.60765,0.296201,1.216199,0.593416,0.135846,0.197337,0.355196
4346.5,1.356066,0.256549,0.680777,0.610213,0.29492,1.209793,0.593416,0.144817,0.196055,0.356477
4346.75,1.435513,0.253986,0.67565,0.610213,0.29492,1.189296,0.597259,0.002563,0.196055,0.353914
4347.0,1.470111,0.253986,0.67565,0.605088,0.293639,1.155987,0.593416,0.002563,0.194774,0.355196
4347.25,1.447145,0.253986,0.671806,0.606369,0.291077,1.145738,0.592135,0.002563,0.194774,0.355196
4347.5,1.440738,0.252704,0.670524,0.60765,0.291077,1.152144,0.589573,0.003845,0.194774,0.353914
4347.75,1.430487,0.252704,0.664116,0.606369,0.291077,1.17136,0.587011,0.066641,0.193493,0.352633
4348.0,1.431768,0.253986,0.662835,0.603807,0.291077,1.204669,0.584448,0.003845,0.194774,0.353914
4348.25,1.425361,0.252704,0.662835,0.603807,0.293639,1.244383,0.583167,0.002563,0.194774,0.353914
4348.5,1.442019,0.253986,0.660272,0.606369,0.288514,1.284097,0.578043,0.005126,0.196055,0.356477
4348.75,1.452271,0.250142,0.644893,0.602525,0.291077,1.316124,0.576762,0.002563,0.196055,0.356477
4349.0,1.457396,0.24886,0.626951,0.602525,0.287233,1.346871,0.575481,0.497246,0.196055,0.355196
4349.25,1.458678,0.24886,0.72435,0.603807,0.288514,1.360963,0.570356,0.504936,0.194774,0.353914
4349.5,1.447145,0.24886,0.748699,0.603807,0.289795,1.373774,0.570356,0.297323,0.196055,0.352633
4349.75,1.442019,0.247579,0.764078,0.602525,0.287233,1.364806,0.566513,0.002563,0.194774,0.351352
4350.0,1.422798,0.247579,0.770486,0.603807,0.285952,1.358401,0.565232,0.003845,0.198618,0.348789
4350.25,1.401014,0.247579,0.770486,0.601244,0.288514,1.336622,0.561389,0.003845,0.196055,0.351352
4350.5,1.390763,0.24886,0.766641,0.602525,0.288514,1.321249,0.558826,0.002563,0.193493,0.35007
4350.75,1.37026,0.246297,0.756389,0.599963,0.287233,1.305876,0.557545,0.003845,0.198618,0.35007
4351.0,1.32413,0.247579,0.746136,0.5974,0.284671,1.293065,0.553702,0.003845,0.194774,0.351352
4351.25,1.317723,0.247579,0.753826,0.601244,0.287233,1.285378,0.556264,0.003845,0.194774,0.352633
4351.5,1.329255,0.243735,0.747418,0.599963,0.285952,1.271286,0.55114,0.502373,0.194774,0.351352
4351.75,1.344632,0.246297,0.749981,0.599963,0.282109,1.261037,0.552421,0.50878,0.193493,0.348789
4352.0,1.343351,0.242453,0.756389,0.605088,0.282109,1.255913,0.55114,0.513907,0.193493,0.35007
4352.25,1.336944,0.243735,0.735884,0.605088,0.280828,1.245664,0.547296,0.517751,0.193493,0.35007
4352.5,1.3331,0.246297,0.766641,0.605088,0.280828,1.240539,0.547296,0.520314,0.192211,0.35007
4352.75,1.326693,0.243735,0.720505,0.603807,0.278266,1.236696,0.547296,0.526722,0.193493,0.35007
4353.0,1.329255,0.242453,0.688466,0.608932,0.280828,1.230291,0.547296,0.53313,0.193493,0.35007
4353.25,1.338225,0.23989,0.669243,0.60765,0.28339,1.222604,0.55114,0.536975,0.192211,0.351352
4353.5,1.343351,0.241172,0.66668,0.60765,0.279547,1.218761,0.560107,0.535693,0.192211,0.348789
4353.75,1.348477,0.238609,0.68334,0.60765,0.278266,1.213636,0.571637,0.538256,0.192211,0.347508
4354.0,1.381793,0.241172,0.705126,0.60765,0.279547,1.213636,0.574199,0.585674,0.192211,0.348789
4354.25,1.422798,0.23989,0.711534,0.605088,0.276984,1.213636,0.579324,0.530567,0.192211,0.35007
4354.5,1.483024,0.23989,0.715379,0.603807,0.278266,1.209793,0.583167,0.530567,0.19093,0.35007
4354.75,1.502246,0.237327,0.721787,0.603807,0.275703,1.211074,0.588292,0.530567,0.19093,0.348789
4355.0,1.502246,0.236046,0.725631,0.601244,0.273141,1.207231,0.589573,0.534412,0.19093,0.348789
4355.25,1.495839,0.237327,0.752544,0.599963,0.276984,1.202106,0.592135,0.530567,0.194774,0.347508
4355.5,1.491994,0.237327,0.780739,0.5974,0.27186,1.19442,0.588292,0.529285,0.19093,0.348789
4355.75,1.48815,0.238609,0.776894,0.601244,0.270579,1.191858,0.587011,0.530567,0.19093,0.35007
4356.0,1.48815,0.237327,0.762797,0.596119,0.270579,1.18289,0.588292,0.530567,0.19093,0.351352
4356.25,1.489432,0.234765,0.746136,0.596119,0.270579,1.18289,0.576762,0.529285,0.192211,0.348789
4356.5,1.481743,0.237327,0.71666,0.593557,0.273141,1.181609,0.576762,0.529285,0.19093,0.347508
4356.75,1.467648,0.234765,0.692311,0.594838,0.27186,1.181609,0.581886,0.529285,0.19093,0.348789
4357.0,1.477899,0.234765,0.646174,0.593557,0.270579,1.176484,0.580605,0.528004,0.19093,0.347508
4357.25,1.518904,0.234765,0.680777,0.589713,0.27186,1.176484,0.583167,0.53313,0.19093,0.344945
4357.5,1.550939,0.234765,0.679495,0.589713,0.269298,1.172641,0.585729,0.526722,0.19093,0.344945
4357.75,1.595788,0.232202,0.676932,0.589713,0.270579,1.17136,0.584448,0.526722,0.19093,0.35007
4358.0,1.595788,0.232202,0.680777,0.589713,0.270579,1.167517,0.583167,0.134564,0.19093,0.344945
4358.25,1.590663,0.232202,0.682058,0.588432,0.273141,1.162392,0.585729,0.001282,0.19093,0.343664
4358.5,1.577849,0.23092,0.682058,0.588432,0.270579,1.158549,0.587011,0.023068,0.19093,0.346226
4358.75,1.553502,0.23092,0.680777,0.584588,0.27186,1.154706,0.581886,0.002563,0.19093,0.343664
4359.0,1.539406,0.232202,0.679495,0.58715,0.273141,1.150863,0.583167,0.001282,0.19093,0.343664
4359.25,1.520185,0.232202,0.68334,0.585869,0.275703,1.1483,0.580605,0.484431,0.189648,0.348789
4359.5,1.507371,0.23092,0.68334,0.585869,0.275703,1.147019,0.578043,0.375498,0.19093,0.347508
4359.75,1.48815,0.227076,0.680777,0.585869,0.273141,1.144457,0.575481,0.210176,0.19093,0.344945
4360.0,1.475336,0.23092,0.679495,0.580744,0.276984,1.143176,0.576762,0.512625,0.189648,0.342382
4360.25,1.465085,0.228358,0.679495,0.580744,0.280828,1.138052,0.571637,0.513907,0.192211,0.344945
4360.5,1.458678,0.228358,0.676932,0.584588,0.264173,1.141895,0.572918,0.528004,0.189648,0.353914
4360.75,1.444582,0.23092,0.676932,0.583306,0.259049,1.144457,0.572918,0.521596,0.189648,0.347508
4361.0,1.436894,0.229639,0.67565,0.582025,0.259049,1.143176,0.570356,0.401129,0.189648,0.343664
4361.25,1.42408,0.228358,0.674369,0.580744,0.257768,1.141895,0.567794,0.524159,0.189648,0.343664
4361.5,1.418954,0.228358,0.669243,0.579463,0.261611,1.141895,0.567794,0.524159,0.189648,0.342382
4361.75,1.409984,0.228358,0.661553,0.5769,0.257768,1.139333,0.565232,0.525441,0.19093,0.343664
4362.0,1.403577,0.229639,0.650019,0.5769,0.269298,1.138052,0.563951,0.525441,0.192211,0.341101
4362.25,1.403577,0.227076,0.641048,0.5769,0.265455,1.139333,0.566513,0.526722,0.19093,0.348789
4362.5,1.39717,0.225795,0.644893,0.578182,0.256487,1.139333,0.557545,0.536975,0.192211,0.342382
4362.75,1.395889,0.229639,0.64233,0.578182,0.257768,1.139333,0.556264,0.45111,0.19093,0.342382
4363.0,1.392044,0.220669,0.625669,0.571775,0.266736,1.139333,0.554983,0.531848,0.192211,0.342382
4363.25,1.389482,0.218106,0.623106,0.573056,0.269298,1.134208,0.553702,0.531848,0.192211,0.343664
4363.5,1.37923,0.221951,0.620543,0.573056,0.266736,1.134208,0.552421,0.534412,0.192211,0.346226
4363.75,1.377949,0.219388,0.615417,0.578182,0.269298,1.129084,0.55114,0.534412,0.19093,0.346226
4364.0,1.371542,0.220669,0.621825,0.573056,0.270579,1.130365,0.549859,0.53313,0.192211,0.343664
4364.25,1.371542,0.220669,0.624388,0.569213,0.275703,1.122678,0.549859,0.53313,0.19093,0.33982
4364.5,1.37026,0.219388,0.625669,0.570494,0.276984,1.123959,0.548578,0.53313,0.19093,0.342382
4364.75,1.366416,0.220669,0.623106,0.570494,0.278266,1.121397,0.542172,0.53313,0.192211,0.338538
4365.0,1.37026,0.220669,0.625669,0.569213,0.282109,1.118835,0.544734,0.531848,0.192211,0.346226
4365.25,1.367698,0.220669,0.621825,0.569213,0.278266,1.121397,0.542172,0.53313,0.192211,0.342382
4365.5,1.372823,0.220669,0.620543,0.569213,0.278266,1.118835,0.542172,0.529285,0.19093,0.341101
4365.75,1.412547,0.221951,0.621825,0.56665,0.279547,1.117554,0.538329,0.531848,0.19093,0.337257
4366.0,1.485587,0.221951,0.616699,0.569213,0.282109,1.114992,0.538329,0.529285,0.192211,0.33982
4366.25,1.56119,0.221951,0.61798,0.567931,0.280828,1.116273,0.538329,0.005126,0.19093,0.33982
4366.5,1.612447,0.219388,0.614135,0.56665,0.276984,1.114992,0.53961,0.003845,0.192211,0.341101
4366.75,1.631668,0.220669,0.61798,0.565369,0.276984,1.116273,0.530642,0.520314,0.189648,0.338538
4367.0,1.634231,0.219388,0.611572,0.567931,0.273141,1.114992,0.529361,0.524159,0.19093,0.338538
4367.25,1.616291,0.218106,0.612854,0.56665,0.273141,1.114992,0.526799,0.522878,0.192211,0.337257
4367.5,1.591944,0.219388,0.612854,0.565369,0.279547,1.112429,0.530642,0.529285,0.192211,0.341101
4367.75,1.563753,0.220669,0.611572,0.565369,0.278266,1.112429,0.52808,0.53313,0.192211,0.338538
4368.0,1.534281,0.218106,0.610291,0.564088,0.278266,1.109867,0.52808,0.535693,0.193493,0.33982
4368.25,1.504808,0.221951,0.607728,0.565369,0.28339,1.103462,0.529361,0.543383,0.192211,0.335976
4368.5,1.485587,0.218106,0.605164,0.564088,0.282109,1.106024,0.531923,0.539538,0.193493,0.338538
4368.75,1.525311,0.219388,0.606446,0.562806,0.282109,1.103462,0.537048,0.539538,0.193493,0.338538
4369.0,1.452271,0.216825,0.603883,0.562806,0.282109,1.1009,0.540891,0.539538,0.193493,0.337257
4369.25,1.23315,0.218106,0.602601,0.564088,0.280828,1.098337,0.544734,0.539538,0.192211,0.337257
4369.5,1.21521,0.218106,0.603883,0.561525,0.282109,1.095775,0.542172,0.538256,0.194774,0.338538
4369.75,1.219054,0.216825,0.602601,0.562806,0.280828,1.093213,0.540891,0.540819,0.193493,0.335976
4370.0,1.274155,0.215544,0.600038,0.564088,0.279547,1.086807,0.540891,0.536975,0.194774,0.335976
4370.25,1.67011,0.212981,0.600038,0.562806,0.278266,1.088089,0.540891,0.539538,0.194774,0.335976
4370.5,1.777748,0.216825,0.606446,0.561525,0.278266,1.088089,0.542172,0.540819,0.193493,0.337257
4370.75,1.814909,0.215544,0.61798,0.562806,0.279547,1.088089,0.538329,0.539538,0.193493,0.333413
4371.0,1.816191,0.214262,0.628233,0.560244,0.279547,1.081683,0.538329,0.540819,0.193493,0.333413
4371.25,1.827723,0.214262,0.630796,0.557681,0.275703,1.084245,0.534485,0.542101,0.192211,0.334694
4371.5,1.804658,0.214262,0.629514,0.557681,0.275703,1.086807,0.534485,0.547227,0.193493,0.332132
4371.75,1.77903,0.215544,0.630796,0.557681,0.275703,1.084245,0.534485,0.552353,0.193493,0.333413
4372.0,1.750839,0.212981,0.630796,0.5564,0.276984,1.082964,0.534485,0.561324,0.192211,0.334694
4372.25,1.744432,0.210418,0.630796,0.555119,0.279547,1.081683,0.531923,0.571577,0.193493,0.333413
4372.5,1.695738,0.212981,0.629514,0.5564,0.276984,1.080402,0.531923,0.576703,0.192211,0.332132
4372.75,1.672673,0.214262,0.630796,0.555119,0.275703,1.075278,0.531923,0.580548,0.193493,0.333413
4373.0,1.658577,0.212981,0.629514,0.5564,0.273141,1.076559,0.531923,0.580548,0.192211,0.337257
4373.25,1.650889,0.211699,0.632077,0.5564,0.276984,1.073997,0.530642,0.583111,0.193493,0.333413
4373.5,1.694457,0.209136,0.630796,0.5564,0.275703,1.072715,0.529361,0.580548,0.193493,0.332132
4373.75,1.771341,0.211699,0.632077,0.552556,0.270579,1.071434,0.529361,0.579266,0.193493,0.334694
4374.0,1.85207,0.210418,0.633359,0.553838,0.257768,1.072715,0.530642,0.575422,0.192211,0.332132
4374.25,1.904608,0.210418,0.628233,0.551275,0.256487,1.067591,0.531923,0.310138,0.193493,0.332132
4374.5,1.918703,0.207855,0.614135,0.552556,0.256487,1.071434,0.531923,0.394721,0.193493,0.332132
4374.75,1.898201,0.206574,0.616699,0.549994,0.250081,1.065029,0.533204,0.562606,0.192211,0.33085
4375.0,1.87001,0.207855,0.615417,0.548713,0.253925,1.063748,0.531923,0.558761,0.193493,0.337257
4375.25,1.829005,0.209136,0.553902,0.551275,0.251362,1.057342,0.534485,0.562606,0.193493,0.332132
4375.5,1.786718,0.205292,0.5193,0.548713,0.256487,1.059904,0.530642,0.563888,0.194774,0.333413
4375.75,1.757246,0.200167,0.523144,0.548713,0.261611,1.057342,0.529361,0.563888,0.193493,0.332132
4376.0,1.740587,0.196322,0.520581,0.551275,0.265455,1.059904,0.52808,0.566451,0.194774,0.333413
4376.25,1.707271,0.191197,0.488542,0.544869,0.266736,1.058623,0.525518,0.565169,0.194774,0.332132
4376.5,1.693175,0.19376,0.461629,0.544869,0.265455,1.061186,0.526799,0.563888,0.194774,0.335976
4376.75,1.675236,0.197604,0.469319,0.544869,0.268017,1.059904,0.522956,0.563888,0.194774,0.335976
4377.0,1.531718,0.200167,0.475727,0.543588,0.266736,1.057342,0.522956,0.563888,0.194774,0.337257
4377.25,1.540688,0.200167,0.479571,0.542306,0.273141,1.058623,0.522956,0.562606,0.193493,0.33085
4377.5,1.518904,0.198885,0.480853,0.544869,0.274422,1.058623,0.521674,0.560043,0.193493,0.328288
4377.75,1.454834,0.200167,0.480853,0.539744,0.278266,1.053499,0.520393,0.562606,0.193493,0.328288
4378.0,1.429205,0.202729,0.480853,0.543588,0.284671,1.053499,0.521674,0.561324,0.193493,0.327006
4378.25,1.481743,0.200167,0.45394,0.543588,0.288514,1.052218,0.517831,0.562606,0.194774,0.325725
4378.5,1.57913,0.201448,0.432154,0.542306,0.287233,1.049656,0.519112,0.562606,0.193493,0.324444
4378.75,1.603477,0.201448,0.416775,0.544869,0.285952,1.047093,0.520393,0.563888,0.197337,0.332132
4379.0,1.617572,0.200167,0.407804,0.544869,0.287233,1.048375,0.520393,0.562606,0.193493,0.334694
4379.25,1.664984,0.200167,0.401396,0.542306,0.284671,1.047093,0.517831,0.566451,0.193493,0.327006
4379.5,1.668829,0.198885,0.398833,0.543588,0.275703,1.050937,0.520393,0.030758,0.193493,0.327006
4379.75,1.640638,0.198885,0.394988,0.543588,0.275703,1.045812,0.517831,0.457518,0.194774,0.325725
4380.0,1.66114,0.198885,0.391144,0.544869,0.275703,1.045812,0.519112,0.554917,0.193493,0.327006
4380.25,1.663703,0.197604,0.392425,0.544869,0.274422,1.049656,0.513988,0.599771,0.193493,0.325725
4380.5,1.668829,0.201448,0.38858,0.544869,0.274422,1.047093,0.51655,0.297323,0.193493,0.329569
4380.75,1.658577,0.200167,0.389862,0.541025,0.278266,1.039407,0.515269,0.444702,0.193493,0.325725
