relative_time,S1_HR,S2_HR,S3_HR,S4_HR,S5_HR,S6_HR,S7_HR,S8_HR,S9_HR,S10_HR
118.0,153.72,114.15,144.67,164.93,119.68,159.0,145.9,136.3,122.2,183.08
119.0,154.32,113.1,145.45,163.9,120.73,160.27,146.42,136.42,122.27,182.47
120.0,154.93,112.2,146.18,162.85,121.75,161.4,146.93,136.53,122.33,181.73
121.0,155.38,111.43,146.95,161.82,122.55,162.5,146.97,136.55,122.43,181.05
122.0,155.82,111.15,147.67,160.65,123.37,163.63,146.72,136.65,122.48,180.42
123.0,156.25,111.0,148.42,159.48,124.47,164.68,146.48,136.68,122.52,179.73
124.0,156.95,111.0,149.13,158.37,125.52,165.77,146.1,136.77,122.53,179.08
125.0,157.5,111.05,149.8,157.28,126.55,166.87,145.85,136.83,122.52,178.47
126.0,158.0,111.15,150.93,156.12,127.55,167.95,145.6,136.9,122.52,177.88
127.0,158.45,111.28,150.92,155.0,128.52,169.1,145.35,136.95,122.03,177.43
128.0,159.37,111.43,152.25,153.85,129.48,170.48,145.08,137.0,120.93,176.95
129.0,158.85,111.55,152.22,152.68,130.7,171.8,144.82,137.2,120.8,176.52
130.0,158.35,111.63,153.2,151.37,131.92,173.08,144.43,137.33,121.25,176.1
131.0,157.82,111.82,153.43,150.5,133.08,174.37,144.1,137.45,121.13,175.75
132.0,157.27,111.95,153.93,149.67,134.23,175.68,143.58,137.55,119.85,175.42
133.0,158.08,112.1,153.53,148.8,135.45,176.83,143.08,137.67,119.58,175.07
134.0,158.9,112.17,153.8,147.95,136.68,177.97,142.68,137.78,118.75,174.68
135.0,159.83,112.22,153.1,147.03,137.98,179.2,142.32,137.88,118.53,176.18
136.0,160.1,112.6,152.65,145.95,139.3,179.83,141.92,138.02,117.63,177.75
137.0,160.32,112.95,152.85,144.85,140.62,180.48,141.33,138.33,117.43,179.32
138.0,160.48,113.15,152.28,143.75,141.93,181.15,140.75,138.68,116.52,179.77
139.0,159.7,114.0,152.33,142.53,142.7,181.42,140.13,139.07,116.35,180.23
140.0,158.92,115.17,151.93,142.13,143.97,181.48,139.47,138.63,115.4,180.68
141.0,158.98,115.73,151.98,141.75,145.2,181.6,138.9,138.12,115.35,181.1
142.0,158.23,116.32,151.33,141.38,146.38,181.72,138.03,137.65,114.82,181.75
143.0,157.38,117.17,151.32,141.05,146.65,181.75,137.07,137.18,113.03,182.38
144.0,157.58,117.28,150.7,140.75,146.85,181.77,136.02,136.67,111.83,182.97
145.0,157.78,117.78,150.95,140.48,147.1,181.83,134.95,136.02,110.58,183.53
146.0,157.93,117.82,150.22,140.2,147.4,181.78,133.93,135.43,109.8,184.22
147.0,157.83,118.1,150.32,140.15,147.67,181.65,132.95,134.82,108.92,184.2
148.0,157.97,118.12,149.3,140.02,147.92,181.5,131.88,134.12,108.1,184.15
149.0,157.93,118.28,147.87,139.87,147.73,181.45,130.8,133.3,107.2,183.65
150.0,158.03,118.27,146.48,139.65,147.55,181.4,129.77,132.5,106.32,183.15
151.0,158.1,118.78,145.18,139.12,147.35,181.3,128.92,131.73,105.45,182.65
152.0,158.82,118.85,143.82,138.8,147.13,181.15,128.07,130.92,104.65,182.1
153.0,159.63,119.32,142.43,138.42,146.77,180.98,127.22,130.07,103.85,181.58
154.0,160.53,120.6,141.05,138.03,148.13,180.78,126.35,129.28,104.2,181.07
155.0,161.45,121.75,139.8,137.62,149.45,180.62,125.45,128.45,104.47,180.55
156.0,162.37,123.55,138.4,137.03,150.93,180.43,124.55,127.48,104.72,180.08
157.0,163.05,125.27,137.02,136.45,152.43,180.15,123.67,126.6,104.9,180.17
158.0,162.45,126.98,135.7,135.87,153.95,179.88,122.77,125.82,105.05,180.23
159.0,161.83,128.75,134.25,135.27,155.42,179.82,121.83,125.02,105.3,180.3
160.0,161.37,130.47,132.75,134.73,156.83,179.8,120.87,124.37,105.53,180.4
161.0,160.93,132.25,131.22,134.17,158.25,180.03,119.9,123.78,105.73,180.52
162.0,160.52,134.02,129.68,133.63,159.18,180.27,118.85,123.22,105.92,180.33
163.0,160.12,135.68,128.12,133.03,160.52,180.45,118.15,122.7,106.55,180.15
164.0,159.7,137.35,126.55,132.43,161.77,180.58,117.6,122.18,107.15,179.92
165.0,159.28,139.03,124.93,131.88,162.98,180.72,117.43,121.67,108.37,179.68
166.0,158.87,140.65,123.33,131.17,163.38,180.87,117.22,121.08,108.23,179.43
167.0,158.45,142.27,121.67,130.43,163.38,181.02,117.02,120.53,109.78,178.87
168.0,158.0,143.83,120.07,129.63,163.37,181.12,116.8,119.98,109.98,178.25
169.0,157.58,145.35,118.37,129.15,163.37,181.18,116.4,119.45,110.1,177.55
170.0,157.12,146.87,116.65,128.6,163.32,181.25,116.28,118.95,112.07,176.9
171.0,156.62,148.35,115.9,128.05,163.27,181.35,116.17,118.47,112.65,176.27
172.0,156.22,149.85,115.72,127.43,163.28,181.43,116.03,117.95,114.13,175.8
173.0,155.9,151.3,116.02,126.87,163.25,181.52,115.88,117.5,115.62,175.45
174.0,154.9,152.75,116.77,126.27,163.42,181.7,115.78,117.03,117.05,175.05
175.0,153.92,153.8,117.55,125.65,163.58,181.92,115.73,116.6,118.5,174.77
176.0,152.83,154.88,118.43,125.02,163.92,182.18,115.68,116.17,119.92,174.52
177.0,151.75,155.97,119.48,124.4,164.22,182.42,115.53,115.55,121.35,174.28
178.0,150.57,157.07,120.53,123.78,164.47,182.73,115.77,114.97,122.52,174.13
179.0,149.45,158.12,121.48,123.22,164.73,183.05,115.98,114.35,123.67,173.97
180.0,148.27,159.22,122.5,122.68,165.02,183.48,116.35,113.7,124.82,173.9
181.0,147.22,160.3,123.47,122.13,165.5,183.87,117.25,113.05,125.9,173.82
182.0,146.03,161.28,124.43,121.67,165.82,184.22,118.15,112.37,127.02,173.7
183.0,144.72,162.15,125.43,121.17,165.75,184.62,119.08,111.65,128.12,173.62
184.0,143.4,163.07,126.37,120.6,165.72,184.93,120.18,111.07,129.18,173.5
185.0,142.07,163.98,127.35,119.95,165.72,185.23,121.23,110.48,130.23,173.37
186.0,140.77,164.88,128.3,119.32,165.7,185.53,122.33,109.92,131.28,173.23
187.0,139.52,165.77,129.32,118.82,165.75,185.78,123.43,109.35,132.62,172.93
188.0,138.27,166.68,130.18,117.85,165.8,185.73,124.52,108.8,134.62,173.0
189.0,137.02,167.63,131.1,116.9,165.83,185.73,125.62,108.28,135.43,173.33
190.0,135.75,168.58,131.92,115.97,165.88,185.75,126.78,107.83,136.42,172.52
191.0,134.57,169.53,132.67,115.05,165.88,185.77,127.85,107.42,137.27,171.48
192.0,133.25,170.53,134.07,114.12,165.88,185.78,128.92,106.98,139.07,170.48
193.0,131.93,171.52,135.48,113.2,165.8,185.85,129.93,106.5,140.88,169.5
194.0,130.73,172.57,136.85,112.28,165.7,185.9,130.92,106.07,142.68,168.6
195.0,129.67,173.65,138.32,111.43,165.55,185.9,131.87,105.67,144.47,167.82
196.0,128.02,174.77,139.95,110.35,165.38,185.88,132.82,105.23,146.27,166.98
197.0,127.15,175.88,141.62,109.35,165.25,185.85,133.78,104.77,147.88,166.17
198.0,125.93,177.05,142.35,108.27,165.02,185.77,134.72,104.23,149.52,165.17
199.0,125.3,178.25,143.35,107.3,164.78,185.63,135.65,103.65,151.08,164.15
200.0,124.67,179.25,144.07,106.45,164.53,185.45,136.58,103.9,152.52,163.15
201.0,124.07,180.78,144.82,105.58,164.48,185.18,137.47,104.25,154.0,162.12
202.0,123.38,182.28,146.0,104.7,164.45,184.83,138.32,104.55,154.9,161.07
203.0,122.75,183.58,147.25,103.73,164.43,184.57,139.13,104.73,155.82,160.05
204.0,121.08,185.52,148.5,102.8,164.45,184.33,139.95,104.93,156.58,159.1
205.0,119.4,186.9,149.77,101.85,164.4,184.12,140.75,105.28,157.38,158.08
206.0,117.72,188.72,2,97.55,163.83,182.93,144.43,107.37,160.78,151.15
211.0,110.82,196.98,157.13,96.88,163.62,182.73,145.1,107.85,161.43,149.65
212.0,109.4,198.97,158.03,96.32,163.42,182.5,145.78,108.33,162.02,148.15
213.0,107.98,200.5,158.92,96.45,163.38,182.23,146.42,108.85,162.57,146.43
214.0,106.55,201.15,159.78,96.5,163.3,181.98,146.92,109.35,162.35,144.77
215.0,105.1,201.8,160.65,95.4,163.22,181.78,147.43,109.92,162.27,143.32
216.0,103.63,201.87,161.151.08,100.95,164.3,183.92,141.52,105.6,158.15,157.03
207.0,116.33,190.25,152.48,100.02,164.23,183.7,142.27,105.97,158.88,155.68
208.0,114.97,192.02,153.82,99.08,164.17,183.48,143.02,106.35,159.5,154.18
209.0,113.55,193.63,154.98,98.28,164.07,183.2,143.75,106.83,160.17,152.65
210.0,112.18,195.48,156.145,95.77,163.12,181.62,147.97,110.57,162.17,141.35
217.0,102.38,202.0,162.27,95.03,162.95,181.55,148.48,110.52,162.18,140.03
218.0,102.38,202.17,163.0,95.83,162.8,181.45,149.02,111.55,162.22,138.35
219.0,102.37,202.3,163.73,97.0,162.65,181.33,149.48,112.85,162.22,137.33
220.0,102.37,202.45,164.42,97.3,162.53,180.97,149.95,114.0,162.18,136.48
221.0,102.42,202.5,165.08,97.62,162.2,180.58,150.47,115.05,162.18,135.63
222.0,102.72,202.53,165.75,97.9,161.88,180.2,150.93,116.03,162.2,135.05
223.0,103.03,202.65,166.45,98.18,161.32,179.82,150.98,116.95,162.28,134.45
224.0,103.37,202.68,167.3,99.27,160.38,179.5,150.87,117.92,162.42,133.87
225.0,103.7,202.68,168.45,98.58,159.5,178.98,150.67,118.92,162.55,133.27
226.0,104.03,202.6,169.52,99.6,158.63,178.45,150.5,119.85,162.8,132.68
227.0,103.72,202.55,170.43,100.78,157.67,177.95,150.32,120.68,162.62,131.88
228.0,103.83,202.55,170.92,99.93,156.68,177.48,150.17,121.55,162.6,131.12
229.0,103.95,202.6,171.4,100.58,155.65,176.98,149.9,122.4,162.6,130.38
230.0,104.07,202.65,171.95,99.48,154.7,176.63,149.58,123.22,162.3,129.58
231.0,104.32,202.72,172.47,100.4,153.8,176.22,149.27,123.87,161.83,128.82
232.0,104.53,202.75,172.92,99.88,152.85,175.8,148.95,124.4,161.38,127.9
233.0,104.77,202.78,173.35,100.77,151.92,175.38,148.62,124.9,160.93,126.83
234.0,105.02,202.85,173.05,100.28,150.78,175.05,148.22,125.22,160.5,125.77
235.0,105.25,202.87,172.73,101.1,149.63,174.78,147.73,125.48,160.03,124.63
236.0,105.42,202.83,172.22,100.67,148.33,174.5,147.27,125.75,159.6,123.48
237.0,105.58,202.85,171.72,101.57,147.07,173.35,146.82,126.07,159.12,122.33
238.0,105.78,202.87,171.22,101.13,145.8,172.18,146.33,126.4,158.72,121.18
239.0,105.95,202.88,170.83,102.08,144.5,171.02,145.88,126.73,158.37,120.18
240.0,106.18,202.88,170.32,101.65,143.17,169.7,145.25,127.07,158.0,119.17
241.0,106.45,202.97,169.82,102.57,141.78,168.38,144.6,127.35,157.67,118.05
242.0,106.85,203.08,169.33,102.17,140.52,167.08,143.97,127.65,157.13,116.97
243.0,107.42,203.18,168.82,103.13,139.38,165.72,143.37,128.0,156.62,115.9
244.0,107.92,203.3,168.4,102.78,138.47,164.38,142.88,128.22,156.15,114.97
245.0,108.42,203.45,168.0,103.9,137.53,163.03,142.28,128.43,155.72,113.25
246.0,108.9,203.58,167.73,103.62,136.62,161.72,141.67,128.65,155.28,112.6
247.0,109.35,203.68,167.47,104.57,135.7,160.35,141.03,128.9,154.83,110.92
248.0,109.72,203.78,167.27,104.53,134.8,159.03,140.4,129.08,154.35,109.95
249.0,110.05,203.92,166.95,105.92,133.88,157.72,139.73,129.15,153.85,108.52
250.0,110.38,204.07,166.77,105.78,133.27,156.4,139.0,129.15,152.82,108.27
251.0,110.65,204.18,166.63,107.08,132.68,155.08,138.32,129.17,151.93,107.78
252.0,111.1,204.27,166.48,107.28,131.72,153.8,137.68,129.17,151.1,107.27
253.0,111.57,204.07,166.28,107.68,130.67,152.47,137.07,129.23,150.25,106.75
254.0,111.92,203.82,166.13,107.38,129.63,151.07,136.48,129.15,149.33,106.2
255.0,112.1,203.57,165.83,108.7,128.63,148.95,135.92,129.03,148.5,105.63
256.0,113.1,203.33,165.35,108.38,127.6,148.57,135.33,128.87,147.68,105.05
257.0,113.57,203.1,164.85,109.68,126.57,146.87,134.83,128.72,147.08,104.45
258.0,114.48,202.78,165.35,110.15,125.67,146.75,134.37,128.9,146.45,104.03
259.0,114.88,202.47,165.63,110.63,125.87,145.08,133.9,129.2,145.88,103.62
260.0,115.3,202.15,166.15,110.5,124.68,145.02,133.42,129.47,145.33,103.2
261.0,115.63,201.97,166.67,111.92,124.58,144.55,132.93,129.77,144.77,103.37
262.0,116.0,201.83,166.75,111.83,123.18,144.15,132.57,130.05,144.2,103.57
263.0,116.35,201.25,166.82,113.27,123.03,143.77,132.2,130.42,143.63,103.72
264.0,116.7,200.67,166.92,113.2,121.6,142.1,131.83,130.83,142.8,103.87
265.0,117.18,200.53,167.27,114.62,121.52,141.98,131.52,131.22,141.97,104.12
266.0,117.75,199.4,167.6,114.55,120.13,140.2,131.17,131.55,141.13,104.38
267.0,118.3,198.3,167.87,116.02,120.1,140.03,130.82,131.93,140.32,104.95
268.0,119.02,197.18,168.08,116.07,118.75,138.23,130.5,132.32,139.57,105.7
269.0,119.73,196.1,168.35,117.45,118.75,138.03,130.18,132.77,138.73,106.5
270.0,120.43,194.97,168.58,117.4,117.3,136.17,129.88,133.25,137.97,107.25
271.0,121.18,193.5,168.85,118.73,117.43,135.85,129.55,133.73,137.12,107.75
272.0,121.92,192.03,169.13,118.25,115.98,134.02,129.27,134.28,136.23,108.27
273.0,122.65,190.57,169.42,118.87,116.1,133.8,128.95,134.83,135.28,109.0
274.0,123.38,189.1,169.7,119.02,114.75,132.47,128.75,135.25,134.33,109.65
275.0,124.12,187.63,169.98,120.32,114.87,130.83,128.53,135.7,133.33,110.03
276.0,124.83,186.08,170.33,120.13,113.5,130.55,128.27,136.18,132.4,110.85
277.0,125.57,184.55,170.68,120.58,113.63,128.82,127.97,137.2,131.6,111.12
278.0,126.35,183.02,171.0,119.03,112.6,128.55,127.67,137.07,130.83,111.0
279.0,126.85,181.5,171.45,117.62,112.7,126.82,127.42,136.68,130.17,110.72
280.0,127.3,180.02,172.02,116.98,111.7,126.8,127.1,136.4,129.48,110.08
281.0,127.73,178.53,172.58,116.37,111.93,125.2,126.77,136.17,128.82,109.48
282.0,127.88,177.05,173.12,115.78,111.12,125.17,126.47,135.93,128.1,108.9
283.0,127.88,175.58,173.62,115.23,109.7,123.57,126.2,135.73,127.45,108.37
284.0,127.87,173.75,173.93,113.87,110.42,123.43,125.95,135.35,126.82,107.83
285.0,127.9,171.87,173.9,114.18,109.6,121.88,125.8,134.92,126.2,107.32
286.0,127.88,170.08,173.87,112.97,110.35,121.92,125.63,134.57,125.78,106.77
287.0,128.52,168.23,173.97,111.45,111.12,120.32,125.5,134.25,125.37,106.75
288.0,128.7,166.37,174.43,111.92,110.47,120.32,125.35,133.88,124.83,106.75
289.0,128.88,164.52,174.95,110.58,111.42,118.68,125.25,133.52,124.37,106.78
290.0,128.88,162.62,175.43,111.08,110.75,118.58,125.18,133.18,123.67,106.85
291.0,128.75,160.75,174.97,109.68,111.52,116.8,125.12,133.12,122.97,106.88
292.0,128.65,158.92,174.55,109.73,110.85,116.68,125.0,133.18,122.25,106.97
293.0,128.58,157.12,174.08,108.37,111.65,114.92,124.52,133.2,121.5,107.08
294.0,128.5,155.3,173.93,108.35,110.93,114.77,124.07,133.42,120.72,107.23
295.0,128.4,153.52,173.78,106.92,111.7,113.57,123.65,133.65,119.62,107.37
296.0,128.3,151.7,173.7,106.8,113.15,112.28,123.23,133.93,118.52,107.5
297.0,128.23,149.97,173.58,105.35,113.33,111.9,122.83,134.23,117.32,107.65
298.0,128.15,147.6,173.45,105.22,112.92,111.48,122.48,134.52,117.2,107.8
299.0,128.07,146.67,173.27,103.68,113.75,111.08,122.13,134.82,115.93,107.85
300.0,127.95,145.82,172.83,103.5,113.4,110.85,121.77,135.13,115.98,107.92
301.0,127.87,144.95,172.37,101.97,114.43,110.68,121.45,135.4,114.73,108.05
302.0,127.78,144.23,171.88,101.75,114.22,110.2,121.17,135.65,115.03,108.17
303.0,127.7,143.5,171.43,100.45,115.22,111.1,120.83,135.85,115.72,108.25
304.0,127.62,141.32,171.05,100.55,114.77,110.72,120.37,136.03,114.62,108.18
305.0,127.52,140.57,170.5,99.25,115.63,111.67,119.97,136.23,114.75,108.9
306.0,127.42,138.33,169.8,99.35,115.15,111.28,119.58,136.55,113.1,108.57
307.0,127.35,137.62,169.13,98.17,116.0,112.23,119.22,136.82,113.23,109.32
308.0,127.25,135.35,168.15,98.57,115.0,112.23,118.8,137.13,111.65,109.03
309.0,127.25,134.55,167.12,97.5,115.85,111.87,118.4,137.52,111.75,108.93
310.0,127.28,132.27,166.17,97.92,115.02,112.92,118.07,137.95,110.7,108.85
311.0,127.32,131.48,165.1,96.92,115.62,112.87,117.68,138.33,111.28,109.17
312.0,127.35,129.22,163.95,97.03,116.6,112.77,117.25,138.77,110.23,109.52
313.0,127.4,128.75,162.82,96.97,117.77,112.65,116.83,139.17,110.93,109.92
314.0,127.48,127.57,161.73,97.6,119.72,112.62,116.33,139.72,110.13,110.27
