relative_time,S1_HR,S2_HR,S3_HR,S4_HR,S5_HR,S6_HR,S7_HR,S8_HR,S9_HR,S10_HR
0.0,84.0,85.0,110.0,104.0,50.0,110.0,92.0,51.0,92.0,49.0
1.0,85.0,83.5,83.5,82.5,53.5,85.0,76.0,56.0,75.5,53.0
2.0,86.0,85.33,92.67,75.0,61.0,93.33,82.67,58.67,82.33,56.67
3.0,86.75,87.0,84.0,75.25,91.25,85.0,78.5,60.0,80.75,57.75
4.0,87.4,80.0,92.8,71.2,89.6,92.6,85.0,69.8,74.4,58.8
5.0,91.0,83.67,107.67,88.33,105.0,104.83,79.5,76.33,82.0,58.17
6.0,93.29,86.71,118.57,100.43,116.14,113.57,84.43,80.86,86.86,65.57
7.0,96.12,88.88,127.0,108.75,124.62,120.75,88.62,84.12,90.75,72.0
8.0,98.11,90.67,133.56,115.56,131.22,126.0,91.89,86.78,93.33,77.33
9.0,100.0,92.3,138.5,121.0,136.6,130.3,94.6,89.0,95.2,81.6
10.0,101.09,93.73,142.55,125.55,140.91,133.64,96.82,90.73,98.09,85.0
11.0,102.25,95.17,145.92,129.5,145.75,136.33,98.25,92.0,100.33,87.83
12.0,102.92,96.46,148.15,132.54,149.77,138.54,99.54,93.0,102.46,90.0
13.0,103.64,97.5,150.0,135.0,153.29,140.43,100.71,93.57,104.14,92.0
14.0,104.27,98.47,151.67,137.13,156.47,141.93,101.73,94.33,105.67,93.2
15.0,104.12,99.38,153.25,139.0,159.31,143.19,102.62,95.12,107.12,94.38
16.0,104.0,100.0,154.65,140.53,162.24,144.41,103.47,95.82,108.41,95.0
17.0,103.67,100.56,156.06,141.89,164.83,145.5,104.22,96.33,109.56,95.56
18.0,103.32,100.89,157.26,143.11,167.21,146.26,104.58,96.16,110.79,96.05
19.0,103.0,101.1,158.35,144.3,169.0,146.95,105.35,96.0,112.3,96.5
20.0,102.33,101.29,159.33,145.29,170.38,147.52,106.05,95.71,113.67,97.0
21.0,102.91,101.36,160.27,146.18,171.68,148.09,106.68,95.59,114.86,97.45
22.0,103.17,101.65,160.61,147.0,172.87,148.7,107.26,95.48,115.87,97.83
23.0,103.46,101.88,160.83,147.71,173.92,149.21,107.79,95.42,116.75,98.21
24.0,103.76,102.08,161.04,148.32,174.88,149.72,108.28,95.32,118.12,98.56
25.0,104.0,102.35,161.27,148.85,175.81,150.5,108.62,95.27,119.35,98.85
26.0,104.19,102.56,161.48,149.3,176.59,151.26,108.81,95.19,120.48,98.96
27.0,104.39,102.75,161.64,149.68,177.32,152.39,109.04,95.18,121.54,99.14
28.0,104.38,102.9,161.76,150.1,178.03,153.55,109.28,95.17,122.52,99.31
29.0,104.43,102.97,161.9,150.53,178.7,154.63,109.43,95.17,123.47,99.5
30.0,104.45,103.1,162.0,151.0,179.32,155.65,109.55,95.06,124.35,99.74
31.0,104.56,103.19,162.09,151.41,179.88,156.56,109.69,95.0,125.19,99.94
32.0,104.67,102.97,162.21,151.76,180.39,157.52,109.73,94.91,125.94,100.15
33.0,104.74,102.5,162.32,152.09,180.85,158.38,109.76,94.85,126.65,100.35
34.0,104.8,102.06,162.6,152.37,181.43,159.37,109.74,94.69,127.29,100.57
35.0,104.86,102.06,162.78,152.61,181.94,160.28,109.58,95.61,127.92,100.78
36.0,104.95,101.65,162.89,152.84,182.46,161.11,109.46,96.59,128.49,100.97
37.0,104.92,101.26,163.0,153.05,182.95,161.84,109.34,97.53,129.0,101.18
38.0,104.92,100.9,163.05,153.26,183.41,162.56,109.23,98.21,129.49,101.38
39.0,104.95,100.55,163.07,153.45,183.82,163.18,109.2,98.82,129.95,101.57
40.0,104.98,100.73,163.05,153.61,184.27,163.85,109.17,99.37,130.44,101.76
41.0,105.05,100.64,163.02,153.74,184.64,164.52,109.12,100.05,130.88,101.93
42.0,105.12,100.56,162.91,153.84,185.0,165.21,109.09,100.67,131.33,102.09
43.0,105.18,100.3,162.77,153.91,185.34,165.55,109.07,101.32,131.73,102.23
44.0,105.22,100.36,162.69,153.96,185.56,165.82,109.04,101.96,132.11,102.42
45.0,105.24,100.15,162.63,154.02,185.78,165.91,109.0,102.54,132.48,102.59
46.0,105.32,100.0,162.57,154.15,186.02,166.04,108.96,103.13,132.74,102.74
47.0,105.42,99.88,162.5,154.27,186.29,166.17,108.9,103.73,132.88,102.96
48.0,105.55,99.76,162.45,154.39,186.71,166.29,108.84,104.45,133.0,103.12
49.0,105.84,99.64,162.44,154.52,187.14,166.36,108.86,105.06,133.16,103.26
50.0,106.04,99.53,162.43,154.65,187.57,166.43,108.88,105.69,133.22,103.39
51.0,106.19,99.48,162.46,154.75,188.0,166.5,108.88,106.31,133.29,103.5
52.0,106.38,99.47,162.51,154.83,188.38,166.58,108.91,106.91,133.32,103.57
53.0,106.56,99.41,162.54,154.85,188.72,166.63,108.91,107.2,133.35,103.59
54.0,106.65,99.36,162.6,154.84,189.05,166.71,108.87,107.4,133.38,103.56
55.0,106.77,99.29,162.7,154.86,189.41,166.79,108.89,107.62,133.41,103.57
56.0,106.89,99.21,162.77,154.89,189.7,166.88,108.93,107.84,133.47,103.56
57.0,106.97,99.16,162.83,154.95,189.95,166.97,108.98,108.03,133.53,103.55
58.0,106.86,99.08,162.92,155.0,190.19,166.88,109.0,108.19,133.59,103.53
59.0,106.78,98.98,163.02,155.07,190.42,166.83,108.98,108.33,133.67,103.5
60.0,106.88,99.15,164.03,156.0,192.98,167.75,109.35,109.45,134.42,104.37
61.0,106.93,99.4,165.97,157.65,195.43,169.5,110.28,110.37,135.75,105.07
62.0,107.28,99.53,167.02,159.35,197.6,170.4,110.6,111.5,136.42,105.63
63.0,107.78,99.62,168.9,160.83,198.07,172.12,111.42,112.68,137.4,106.25
64.0,108.33,100.43,169.65,162.67,200.18,172.75,111.48,113.13,138.83,106.82
65.0,108.57,100.33,169.52,162.52,200.62,172.65,112.37,113.58,139.02,107.52
66.0,108.82,100.17,169.35,162.35,201.05,172.7,112.25,114.03,139.28,107.33
67.0,108.88,100.03,169.15,162.28,201.48,172.67,112.05,114.57,139.52,107.02
68.0,109.0,99.87,168.97,162.15,201.92,172.65,111.83,115.12,139.8,106.63
69.0,109.07,99.65,168.87,162.03,202.37,172.6,111.55,115.65,140.12,106.27
70.0,109.23,99.43,168.82,161.93,202.88,172.35,111.27,116.18,140.18,105.95
71.0,109.35,99.18,168.77,161.73,203.15,172.15,111.07,116.75,140.28,105.63
72.0,109.55,98.95,168.85,161.6,203.35,171.98,110.8,117.58,140.35,105.42
73.0,109.7,98.75,169.1,161.52,203.53,171.78,110.5,118.43,140.47,105.18
74.0,109.88,98.48,169.4,161.45,203.68,171.72,110.18,119.22,140.52,105.05
75.0,110.27,98.18,169.62,161.37,203.77,171.65,109.83,119.98,140.52,104.9
76.0,110.63,97.87,169.85,161.3,203.78,171.57,109.5,120.82,140.48,104.9
77.0,111.07,97.57,170.03,161.25,203.8,171.48,109.17,121.72,140.47,104.85
78.0,111.48,97.37,170.27,161.25,203.78,171.47,108.92,122.78,140.37,104.78
79.0,111.88,97.18,170.5,161.22,203.9,171.42,108.52,123.7,140.13,104.73
80.0,112.4,97.02,170.78,161.2,204.07,171.4,108.13,124.82,139.9,104.65
81.0,112.5,96.92,171.2,161.18,204.23,171.42,107.78,125.88,139.67,104.55
82.0,112.68,96.75,171.37,161.18,204.38,171.37,107.45,127.2,139.48,104.42
83.0,112.82,96.6,171.53,161.2,204.57,171.33,107.15,128.48,139.3,104.35
84.0,112.97,96.47,171.73,161.23,204.73,171.27,106.85,129.72,138.87,104.27
85.0,113.13,96.35,171.95,161.28,204.85,171.05,106.58,130.95,138.43,104.22
86.0,113.32,96.17,172.15,161.37,205.02,170.82,106.38,132.15,137.98,104.22
87.0,113.48,95.97,172.15,161.5,204.98,170.22,106.18,133.32,137.53,104.2
88.0,113.73,95.68,172.2,161.57,204.5,169.62,105.97,134.48,137.08,104.18
89.0,113.95,95.47,172.2,161.73,203.95,169.0,105.78,135.65,136.62,104.15
90.0,114.17,95.22,172.52,161.93,203.43,168.4,105.6,136.87,136.18,104.1
91.0,114.35,94.97,172.83,162.13,202.95,167.82,105.4,138.07,135.77,104.03
92.0,114.52,94.92,173.12,162.35,202.42,167.15,105.23,139.28,135.38,103.93
93.0,114.7,95.0,173.42,162.38,201.9,166.5,105.07,140.48,134.98,103.87
94.0,114.9,95.18,173.6,162.43,201.3,165.88,104.87,141.73,134.58,103.78
95.0,115.12,95.05,174.05,162.5,200.58,165.33,104.77,142.33,134.15,103.73
96.0,115.32,95.15,174.5,162.53,199.88,164.8,104.62,142.88,133.73,103.83
97.0,115.62,95.3,174.92,162.52,199.23,164.28,104.48,143.48,133.33,103.98
98.0,115.87,95.43,175.35,162.48,198.57,163.75,104.38,144.22,132.77,104.15
99.0,116.07,95.57,175.75,162.43,197.88,163.25,104.25,144.95,132.15,104.3
100.0,116.38,95.35,176.05,162.38,197.2,162.72,104.12,145.53,131.53,104.43
101.0,116.7,95.32,176.37,162.35,196.53,162.17,104.03,146.0,130.9,104.7
102.0,117.05,95.35,176.75,162.37,195.85,161.57,103.95,146.52,130.25,104.9
103.0,117.65,95.52,177.2,162.43,195.15,161.03,103.83,146.88,129.48,105.12
104.0,118.23,95.47,177.62,162.53,194.57,160.5,103.73,147.2,128.8,105.28
105.0,118.88,95.67,178.05,162.65,193.98,160.12,103.53,147.65,128.12,105.45
106.0,119.58,95.85,178.47,162.7,193.48,159.67,103.28,148.07,127.53,105.62
107.0,120.27,96.03,178.95,162.75,192.9,159.18,103.15,148.63,127.08,105.73
108.0,120.92,96.23,179.45,162.87,192.2,158.68,102.97,149.07,126.63,105.98
109.0,121.42,96.45,179.75,162.95,191.47,158.22,102.65,149.58,126.23,106.28
110.0,121.98,96.67,180.07,163.02,190.73,157.75,102.35,150.05,125.87,106.73
111.0,122.63,96.83,180.3,163.13,189.98,157.27,102.03,150.52,125.52,107.22
112.0,123.28,96.93,180.48,163.3,189.27,156.77,101.85,150.97,125.22,107.75
113.0,123.93,97.08,180.6,163.53,188.73,156.27,101.67,151.68,124.92,108.32
114.0,124.68,97.22,180.73,163.85,188.2,155.73,101.68,152.5,124.62,108.95
115.0,125.42,97.37,180.85,164.15,187.62,155.2,101.5,153.32,124.37,109.52
116.0,126.3,97.52,181.02,164.4,187.1,154.7,101.23,154.15,124.08,110.1
117.0,127.27,97.65,181.15,164.65,186.6,154.2,100.95,155.17,123.82,110.65
118.0,128.38,97.77,181.33,164.98,186.13,153.9,100.7,156.2,123.55,111.37
119.0,129.48,97.93,181.52,165.27,185.72,153.62,100.42,157.25,123.33,112.05
120.0,130.78,97.95,181.62,165.55,185.32,153.28,100.2,158.25,123.13,112.75
121.0,132.1,98.02,181.85,165.85,184.88,152.97,99.95,159.33,122.93,113.48
122.0,133.1,98.07,182.03,166.12,184.4,152.68,99.77,160.18,122.8,114.23
123.0,133.93,98.17,182.25,166.33,183.87,152.38,99.52,161.0,122.72,114.97
124.0,134.72,98.42,182.45,166.57,183.32,152.13,99.25,161.78,122.62,115.7
125.0,135.52,98.75,182.67,166.82,182.68,151.9,99.05,162.03,122.63,116.43
126.0,136.53,99.13,182.9,167.1,182.07,151.5,98.85,162.3,122.68,117.22
127.0,137.58,99.5,183.15,167.37,181.45,151.12,98.67,162.35,122.63,118.0
128.0,138.6,99.92,183.55,167.68,180.82,150.77,98.5,162.37,122.88,118.78
129.0,139.6,100.35,183.9,167.97,180.15,150.47,98.32,162.22,123.13,119.55
130.0,140.55,100.77,184.15,168.22,179.43,150.38,98.12,162.13,123.4,120.28
131.0,141.48,101.18,184.4,168.53,178.7,150.25,97.9,162.05,123.65,120.9
132.0,142.42,101.57,184.65,168.85,178.03,150.12,98.43,161.7,123.88,121.53
133.0,143.35,101.95,184.73,169.15,177.4,150.0,98.97,161.43,124.15,122.17
134.0,144.28,102.42,184.73,169.4,176.78,149.82,99.47,161.17,124.43,122.77
135.0,145.3,102.9,184.75,169.72,176.23,149.62,100.07,160.88,124.77,123.37
136.0,146.27,103.42,184.77,170.07,175.63,149.4,100.6,160.38,125.12,123.92
137.0,147.2,104.05,184.78,170.4,175.17,149.15,101.13,159.82,125.45,124.48
138.0,148.17,104.63,184.78,170.72,174.6,148.88,101.67,159.3,125.82,125.08
139.0,149.15,105.23,184.77,171.02,174.08,148.67,102.2,158.85,126.17,125.67
140.0,150.15,105.82,184.72,171.37,173.62,148.45,102.67,158.32,126.48,126.23
141.0,151.12,106.38,184.53,171.77,173.15,148.2,103.08,157.8,126.78,126.77
142.0,152.07,107.1,184.82,172.12,172.72,148.02,103.57,157.03,127.08,127.35
143.0,153.08,107.87,185.13,172.43,172.23,147.83,104.0,156.32,127.35,127.82
144.0,154.05,108.67,185.42,172.75,171.78,147.7,104.42,155.65,127.67,128.32
145.0,155.03,109.42,185.7,173.13,171.35,147.6,104.88,154.97,128.15,128.8
146.0,156.03,110.23,186.05,173.23,170.9,147.5,105.37,154.33,128.98,129.27
147.0,157.02,110.9,186.6,173.32,170.67,147.55,105.82,153.68,129.83,129.7
148.0,158.03,111.82,187.1,173.47,170.88,147.58,106.27,153.02,130.65,130.27
149.0,159.05,112.72,187.6,173.47,171.18,147.62,106.67,152.38,131.47,130.82
150.0,160.1,113.68,187.8,173.37,171.43,147.6,107.1,151.75,132.28,131.37
151.0,161.12,114.63,188.03,173.28,171.8,147.58,107.55,151.23,133.07,131.97
152.0,162.17,115.53,188.32,173.15,172.2,147.58,108.0,150.63,133.77,132.6
153.0,163.25,116.45,188.57,173.2,172.6,147.58,108.25,150.1,134.47,133.2
154.0,164.33,117.28,188.8,173.23,173.0,147.42,108.53,149.6,135.2,133.82
155.0,165.4,118.2,188.87,173.25,173.52,147.18,108.8,149.12,135.7,134.38
156.0,166.48,118.9,188.97,173.28,174.03,147.0,109.08,148.6,136.2,134.77
157.0,167.53,119.43,189.12,173.32,174.48,146.78,109.32,148.03,136.75,135.12
158.0,168.67,120.02,189.25,173.37,174.92,146.58,109.55,147.43,137.48,135.52
159.0,169.85,120.58,189.2,173.47,175.3,146.42,109.63,146.82,138.28,135.92
160.0,170.92,121.17,189.3,173.6,175.62,146.18,109.78,146.38,139.07,136.33
161.0,171.95,121.73,189.35,173.73,176.05,145.93,109.83,145.93,139.9,136.62
162.0,172.97,122.23,189.4,173.87,176.43,145.7,109.88,145.45,140.7,136.97
163.0,173.72,122.7,189.37,173.98,176.83,145.65,109.98,145.08,141.68,137.35
164.0,174.5,123.18,189.35,174.03,177.2,145.6,110.07,144.77,142.58,137.78
165.0,175.23,123.57,189.27,174.03,177.52,145.53,110.32,144.37,143.47,138.23
166.0,175.87,123.97,189.2,173.95,177.63,145.5,110.62,144.0,144.33,138.67
167.0,176.47,124.35,189.08,173.87,178.12,145.48,110.85,143.42,145.18,139.07
168.0,177.07,124.72,188.93,173.73,178.58,145.47,111.07,142.88,146.13,139.38
169.0,177.67,125.05,188.97,173.6,179.07,145.45,111.42,142.33,146.98,139.67
170.0,178.28,125.37,189.02,173.48,179.53,145.32,111.78,141.82,147.87,139.98
171.0,178.87,125.72,189.13,173.33,180.0,145.23,112.17,141.3,148.7,140.28
172.0,179.43,126.1,189.27,173.15,179.53,145.15,112.38,140.8,149.52,140.6
173.0,180.07,126.47,189.53,172.93,178.92,145.08,112.65,140.32,150.35,140.88
174.0,180.68,126.87,189.78,172.67,178.3,145.0,112.75,139.95,151.2,141.15
175.0,181.4,127.27,190.03,172.4,177.7,144.9,113.0,139.62,151.95,141.47
176.0,181.97,127.67,190.25,172.13,177.1,144.73,113.55,139.32,152.65,141.8
177.0,182.5,128.07,190.52,171.87,176.53,144.58,114.08,138.85,153.32,142.17
178.0,183.05,128.53,190.72,171.52,175.98,144.4,114.63,138.38,154.05,142.4
179.0,183.58,129.05,190.9,171.25,175.37,144.18,115.25,137.88,154.47,142.68
180.0,184.12,129.65,191.13,170.97,174.7,143.98,115.72,137.42,154.87,142.95
181.0,184.7,130.17,191.2,170.73,174.07,143.77,116.18,136.92,155.28,143.2
182.0,185.33,130.73,191.28,170.5,173.47,143.53,116.62,136.48,155.63,143.47
183.0,185.97,131.37,191.38,170.28,172.85,143.33,117.1,135.85,155.97,143.73
184.0,186.58,131.78,191.5,170.07,172.25,143.12,117.62,135.27,156.32,144.0
185.0,187.17,132.17,191.58,169.85,171.77,142.9,118.23,135.25,156.63,144.25
186.0,187.57,132.53,191.62,169.6,171.22,142.67,118.82,135.15,156.9,144.4
187.0,187.87,132.9,191.63,169.37,170.83,142.4,119.38,135.37,157.3,144.57
188.0,188.22,133.2,191.48,169.08,170.53,142.12,119.93,135.58,157.43,144.75
189.0,188.58,133.52,191.67,168.85,170.22,141.78,120.57,135.97,157.5,144.95
190.0,188.95,133.8,191.88,168.55,169.92,141.45,121.23,136.27,157.53,145.1
191.0,189.33,134.07,192.13,168.18,169.65,141.02,121.93,136.55,157.58,145.38
192.0,189.7,134.3,192.38,167.8,169.38,140.6,121.95,136.75,157.6,145.58
193.0,190.07,134.52,192.62,167.4,169.13,140.18,121.98,136.85,157.58,145.73
194.0,190.33,134.73,192.85,167.07,168.82,139.68,122.08,136.88,157.53,145.92
195.0,190.48,134.93,193.13,166.68,168.55,139.23,122.12,136.95,157.42,146.08
196.0,190.68,135.18,193.37,166.33,168.27,138.77,122.22,137.13,157.27,146.25
197.0,190.92,135.28,193.57,166.0,167.85,138.27,122.3,137.37,157.12,146.45
198.0,191.15,135.38,193.77,165.68,167.57,137.78,122.38,137.57,156.93,146.57
199.0,191.35,135.48,193.97,165.37,167.22,137.3,122.48,137.83,156.77,146.7
200.0,191.55,135.48,194.15,165.02,166.82,136.8,122.65,138.03,156.65,146.75
201.0,191.73,135.48,194.3,164.62,166.4,136.3,122.83,138.23,156.53,146.88
202.0,191.92,135.3,194.38,164.27,165.95,135.73,122.9,138.47,156.4,147.03
203.0,192.02,135.12,194.45,163.95,165.52,135.18,122.95,138.68,156.32,147.2
204.0,192.28,134.9,194.67,163.67,165.08,134.6,122.98,138.97,156.22,147.35
205.0,192.53,134.68,194.85,163.3,164.67,134.05,122.98,139.23,155.97,147.48
206.0,192.78,134.47,195.03,163.22,164.22,133.67,122.93,139.5,155.35,147.65
207.0,192.38,134.42,195.27,163.18,163.7,133.42,122.85,139.8,154.7,147.88
208.0,191.88,134.2,195.5,163.07,163.18,133.13,122.75,140.15,154.07,148.0
209.0,191.4,133.95,195.75,163.03,162.67,132.87,122.7,140.45,153.42,148.1
210.0,190.8,133.62,195.8,163.03,162.13,132.63,122.63,140.73,152.68,148.17
211.0,190.2,133.23,195.82,163.03,161.47,132.4,122.55,140.87,151.97,148.22
212.0,189.6,132.87,195.6,163.23,160.8,132.18,122.48,140.93,151.28,148.32
213.0,188.95,132.47,195.38,163.43,160.15,131.95,122.6,140.92,150.62,148.47
214.0,188.27,132.03,195.2,163.63,159.5,131.75,122.78,140.9,149.9,148.6
215.0,187.63,131.62,194.93,163.87,158.87,131.55,122.97,140.85,149.4,148.73
216.0,187.02,131.4,194.62,164.1,158.2,131.27,123.2,140.8,148.9,148.9
217.0,186.4,131.3,194.3,164.4,157.52,131.03,123.3,140.8,148.33,149.1
218.0,185.55,131.17,194.0,164.7,156.88,130.75,123.37,140.85,147.73,149.23
219.0,184.72,131.05,193.92,164.97,156.35,130.42,123.57,140.92,147.12,149.37
220.0,183.92,130.92,193.82,165.22,155.77,130.13,124.0,141.02,146.48,149.5
221.0,182.85,130.83,193.78,165.47,155.12,129.83,124.5,141.3,145.82,149.62
222.0,181.73,130.75,193.78,165.65,154.57,129.53,124.97,141.58,145.18,149.73
223.0,180.63,130.78,193.72,165.85,154.02,129.22,125.38,141.83,144.48,149.8
224.0,179.55,130.75,193.63,166.15,153.48,128.9,125.82,142.03,143.78,149.83
225.0,178.5,130.73,193.78,166.48,152.97,128.77,126.18,142.22,143.07,149.87
226.0,177.47,130.82,193.93,166.93,152.55,128.63,126.52,142.35,142.37,149.88
227.0,176.47,130.88,194.08,167.37,151.88,128.52,126.83,142.53,141.58,149.98
228.0,175.53,130.93,194.25,167.92,151.2,128.32,127.22,142.63,140.68,150.07
229.0,174.6,131.0,194.42,168.43,150.55,128.17,127.53,142.7,139.82,150.15
230.0,173.68,131.08,194.55,168.92,149.87,128.13,127.8,142.75,139.02,150.03
231.0,172.75,131.1,194.68,169.53,149.08,128.08,128.1,142.82,138.25,149.88
232.0,171.77,131.18,194.98,170.08,149.25,128.07,128.4,142.85,137.52,149.72
233.0,170.72,131.32,195.2,170.6,149.38,128.05,128.65,142.87,136.77,149.43
234.0,169.63,131.42,195.33,170.88,149.52,128.02,128.85,142.75,136.12,149.22
235.0,168.62,131.53,195.52,171.13,149.67,128.02,129.05,142.58,135.52,148.93
236.0,167.67,131.68,195.68,171.28,149.85,128.02,129.0,142.6,134.93,148.62
237.0,166.72,131.82,195.87,171.42,150.22,128.05,128.95,142.72,134.35,148.3
238.0,165.77,131.92,196.03,171.58,150.47,128.08,128.87,142.83,133.7,147.98
239.0,164.82,131.95,196.25,171.67,150.78,128.0,128.72,142.98,133.3,147.63
240.0,163.87,132.0,196.45,171.72,151.13,127.88,128.53,143.12,132.88,147.3
241.0,162.85,132.02,196.58,171.7,151.45,127.77,128.35,143.25,132.4,146.78
242.0,161.77,131.98,196.67,171.63,151.75,127.65,128.18,143.28,131.98,146.23
243.0,160.63,131.82,196.75,171.53,152.07,127.52,128.18,143.53,131.55,145.98
244.0,159.53,131.68,196.8,171.4,152.4,127.35,128.13,143.73,131.12,145.73
245.0,158.47,131.57,196.75,171.23,152.75,127.22,128.07,143.88,130.67,145.52
246.0,157.33,131.43,196.78,171.05,153.13,127.0,127.9,144.13,130.23,145.3
247.0,156.3,131.32,196.83,170.82,153.37,126.9,127.75,144.23,129.75,145.05
248.0,155.22,131.27,196.88,170.65,153.52,126.58,127.62,144.33,129.23,144.77
249.0,154.15,131.2,196.62,170.43,153.7,126.32,127.48,144.45,128.8,144.43
250.0,153.12,131.17,196.37,170.28,153.88,126.07,127.32,144.77,128.35,144.17
251.0,152.08,131.07,196.1,170.2,154.05,125.95,127.08,145.12,127.93,143.87
252.0,150.98,131.0,195.85,170.3,154.23,125.78,126.85,145.55,127.52,143.62
253.0,149.88,130.92,195.63,170.4,154.37,125.63,126.58,146.02,127.07,143.42
254.0,148.83,130.8,195.42,170.42,154.55,125.52,126.27,146.55,126.33,143.27
255.0,147.78,130.68,195.2,170.38,154.67,125.38,125.93,147.03,125.65,143.13
256.0,146.72,130.95,194.95,170.33,154.8,125.23,125.58,147.58,125.0,143.02
257.0,145.57,131.28,194.6,170.23,154.93,125.13,125.27,148.13,124.33,142.92
258.0,144.45,131.6,194.27,170.1,155.05,125.03,124.93,148.68,123.67,142.88
259.0,143.37,131.93,193.93,169.98,155.12,124.87,124.58,149.2,123.02,142.85
260.0,142.32,132.38,193.63,169.85,155.22,124.72,124.23,149.72,122.42,142.93
261.0,141.33,132.83,193.47,169.67,155.28,124.53,123.93,150.25,121.85,142.97
262.0,140.37,133.32,193.42,169.52,155.35,124.4,123.67,150.78,121.28,142.97
263.0,139.5,133.73,193.38,169.3,155.28,124.23,123.45,151.28,120.73,142.72
264.0,138.47,134.12,193.18,169.03,155.22,124.1,123.18,151.92,120.15,142.5
265.0,137.48,134.5,192.97,168.75,155.13,123.92,122.88,152.58,119.6,142.35
266.0,136.53,134.87,192.72,168.47,155.08,123.63,122.58,153.27,119.08,142.18
267.0,136.23,135.27,192.45,168.5,155.07,123.28,122.35,153.93,118.53,141.98
268.0,135.98,135.67,192.23,168.73,155.05,122.92,122.0,154.57,118.02,141.8
269.0,135.72,136.02,192.2,168.95,154.97,122.55,121.7,155.23,117.5,141.63
270.0,135.37,136.42,192.33,169.17,154.9,122.17,121.32,155.95,117.03,141.47
271.0,135.07,136.87,192.48,169.43,154.87,121.78,120.88,156.73,116.55,141.27
272.0,134.78,137.32,192.8,169.52,154.85,121.38,120.43,157.72,116.05,141.03
273.0,134.53,137.98,193.12,169.22,154.85,120.98,119.98,158.72,115.57,140.73
274.0,134.25,138.7,193.45,168.98,154.85,120.57,119.5,159.72,115.12,140.43
275.0,133.92,139.35,193.8,168.75,154.85,120.18,119.02,160.72,114.72,140.15
276.0,133.55,140.05,194.2,168.57,154.8,119.8,118.38,161.73,114.32,139.87
277.0,133.18,140.73,194.6,168.35,154.77,119.45,117.9,162.77,113.92,139.52
278.0,132.97,141.43,194.98,168.12,154.65,119.13,117.43,163.77,113.53,139.2
279.0,132.57,142.15,195.4,167.87,154.55,118.82,116.98,164.78,113.22,138.93
280.0,132.18,142.87,195.8,167.63,154.55,118.67,116.23,165.77,112.87,138.63
281.0,132.05,143.55,196.22,167.38,154.55,118.53,115.47,166.6,112.52,138.33
282.0,131.97,144.23,196.15,167.17,154.53,118.4,115.53,167.42,112.15,138.1
283.0,131.85,144.83,196.18,166.92,154.57,118.23,115.67,168.27,111.83,137.73
284.0,131.48,145.47,196.22,166.6,154.57,118.1,115.75,169.08,111.53,137.3
285.0,131.12,146.13,196.07,166.27,154.63,117.73,115.97,169.98,111.32,136.88
286.0,130.73,146.68,195.92,165.92,154.4,117.33,116.25,170.93,111.05,136.5
287.0,130.42,147.23,195.78,165.55,154.05,116.95,116.47,171.85,110.78,136.0
288.0,130.03,147.8,195.67,165.02,153.77,116.68,116.63,172.77,110.53,135.47
289.0,129.67,148.37,195.52,164.48,153.48,116.35,116.8,173.7,110.25,134.98
290.0,129.33,148.9,195.43,163.97,153.13,116.02,116.97,174.63,109.9,134.52
291.0,128.98,149.47,195.27,163.27,152.87,115.65,117.1,175.53,109.5,134.07
292.0,128.6,149.95,194.97,162.62,152.6,115.23,117.22,176.33,109.08,133.6
293.0,128.27,150.38,194.72,162.03,152.32,114.85,117.3,177.13,108.65,133.27
294.0,127.95,150.73,194.5,161.68,151.98,114.5,117.45,177.97,108.13,132.87
295.0,127.47,151.08,194.25,161.42,151.67,114.12,117.55,178.73,107.63,132.53
296.0,126.92,151.42,194.0,161.28,151.28,113.7,117.68,179.28,107.18,132.18
297.0,126.37,151.77,193.7,161.12,150.73,113.27,117.8,179.73,106.75,131.83
298.0,125.97,152.08,193.35,160.9,150.18,112.82,117.75,180.17,106.33,131.42
299.0,125.62,152.4,192.97,160.75,149.57,112.5,117.77,180.8,105.9,131.07
300.0,125.2,152.72,192.62,160.65,148.92,112.27,117.8,181.42,105.5,130.7
301.0,124.82,153.08,192.33,160.6,148.28,112.02,117.83,182.03,105.18,130.68
302.0,124.38,153.48,192.13,160.68,147.53,111.85,117.85,182.88,104.87,130.67
303.0,124.0,153.92,191.93,160.77,146.78,111.7,117.7,183.68,104.55,130.35
304.0,123.28,154.33,191.78,160.9,146.03,111.58,117.58,184.48,104.27,130.08
305.0,122.58,154.85,191.73,161.07,145.27,111.43,117.53,185.28,103.97,129.78
306.0,121.95,155.38,191.58,161.27,144.5,111.38,117.57,186.08,103.7,129.45
307.0,121.32,155.9,191.42,161.52,143.7,111.28,117.62,186.72,103.47,129.12
308.0,120.7,156.38,191.22,161.73,142.92,111.37,117.63,187.37,103.25,128.82
309.0,120.03,156.9,191.02,162.02,142.13,111.4,117.67,188.02,103.0,128.57
310.0,119.35,157.43,190.83,162.3,141.28,111.5,117.72,188.47,102.82,128.3
311.0,118.7,158.12,190.63,162.6,140.43,111.57,117.78,188.9,102.58,128.02
312.0,118.13,158.77,190.43,162.68,139.58,111.47,117.85,189.3,102.37,127.75
313.0,117.55,159.45,190.22,162.77,138.77,111.37,117.95,189.47,102.18,127.45
314.0,116.98,160.13,190.1,162.92,137.97,111.32,118.07,189.63,102.38,127.15
315.0,116.45,160.85,189.95,163.13,137.35,111.27,118.23,189.82,102.57,126.85
