S1_time,S1_IBI,S2_time,S2_IBI,S3_time,S3_IBI,S4_time,S4_IBI,S5_time,S5_IBI,S6_time,S6_IBI,S7_time,S7_IBI,S8_time,S8_IBI,S9_time,S9_IBI,S10_time,S10_IBI
576.620145,0.593777,1962.621087,0.5469,3445.032695,0.609403,418.691041,0.5469,1377.281794,0.5469,544.009277,0.468771,625.403627,0.484397,2613.463379,0.593777,2403.07875,0.578151,459.161643,0.5469
602.965101,0.500023,1983.684551,0.43752,3718.420209,0.65628,419.128561,0.43752,1377.891197,0.609403,574.432544,0.484397,625.856773,0.453146,2614.072782,0.609403,2403.656901,0.578151,459.583537,0.421894
603.449498,0.484397,1987.247215,0.468771,3719.154618,0.734409,426.42577,0.5469,1381.281977,0.625029,574.901316,0.468771,626.403673,0.5469,2614.604056,0.531274,2404.266304,0.609403,460.099186,0.515649
667.62431,0.421894,1987.762863,0.515649,3736.46791,0.671906,426.86329,0.43752,1381.860129,0.578151,575.385713,0.484397,626.88807,0.484397,2615.166582,0.562526,2404.875707,0.609403,466.911998,0.515649
668.218087,0.593777,1988.278512,0.515649,3737.12419,0.65628,427.363312,0.500023,1382.453906,0.593777,575.885736,0.500023,627.32559,0.43752,2615.682231,0.515649,2405.531987,0.65628,467.333892,0.421894
673.233942,0.421894,1988.79416,0.515649,3784.798248,0.687531,427.816458,0.453146,1383.000806,0.5469,576.354507,0.468771,627.825613,0.500023,2616.354136,0.671906,2406.14139,0.609403,467.802663,0.468771
673.655836,0.421894,1989.325435,0.531274,3785.423276,0.625029,430.347824,0.531274,1383.53208,0.531274,576.823279,0.468771,628.325636,0.500023,2616.916662,0.562526,2406.719542,0.578151,468.255809,0.453146
1117.269892,0.593777,1989.809832,0.484397,3786.063931,0.640654,430.80097,0.453146,1384.063355,0.531274,577.307676,0.484397,628.825659,0.500023,2617.494814,0.578151,2407.375822,0.65628,468.802709,0.5469
2289.604805,0.562526,1990.341106,0.531274,3786.595205,0.531274,431.34787,0.5469,1384.594629,0.531274,577.807699,0.500023,629.278805,0.453146,2620.494951,0.625029,2408.00085,0.625029,469.208978,0.406269
2290.073577,0.468771,2008.248176,0.500023,3787.204608,0.609403,431.769764,0.421894,1385.125903,0.531274,578.27647,0.468771,629.825705,0.5469,2641.402158,0.671906,2408.625879,0.625029,469.755878,0.5469
2309.840106,0.640654,2008.732573,0.484397,3794.751828,0.687531,432.316664,0.5469,1385.688429,0.562526,578.745242,0.468771,632.185188,0.5469,2642.074064,0.671906,2409.20403,0.578151,470.146521,0.390643
2310.418258,0.578151,2009.201344,0.468771,4037.387935,0.65628,432.754184,0.43752,1386.266581,0.578151,579.214013,0.468771,632.638334,0.453146,2642.792847,0.718783,2409.813433,0.609403,470.662169,0.515649
2310.933907,0.515649,2009.701367,0.500023,4078.46794,0.718783,433.238581,0.484397,1386.891609,0.625029,579.682785,0.468771,633.169608,0.531274,6836.453561,0.734409,2410.391585,0.578151,501.569834,0.468771
2311.480807,0.5469,2010.217016,0.515649,4187.769819,0.593777,433.785481,0.5469,1409.205131,0.515649,580.182807,0.500023,646.138952,1.062549,6837.172344,0.718783,2422.939034,0.531274,502.038605,0.468771
2312.012081,0.531274,2010.732665,0.515649,4188.363596,0.593777,434.254253,0.468771,1409.736405,0.531274,580.667205,0.484397,664.327284,0.968794,6837.797372,0.625029,2423.626565,0.687531,502.616757,0.578151
2337.685131,0.453146,2011.326442,0.593777,4188.972999,0.609403,434.754276,0.500023,1410.252053,0.515649,583.08919,0.468771,688.656523,0.937543,6838.422401,0.625029,2424.220343,0.593777,503.023026,0.406269
2338.185154,0.500023,2011.763962,0.43752,4189.613653,0.640654,435.269924,0.515649,1410.752076,0.500023,583.589213,0.500023,689.57844,0.921917,6839.078681,0.65628,2424.892248,0.671906,503.5543,0.531274
2338.591423,0.406269,2012.27961,0.515649,4190.269933,0.65628,435.72307,0.453146,1411.252099,0.500023,584.089236,0.500023,696.46938,1.000046,6839.734961,0.65628,2428.704923,0.703157,622.153479,0.453146
2484.723111,0.515649,2012.795259,0.515649,4260.44502,0.703157,436.238719,0.515649,1411.752122,0.500023,584.589259,0.500023,697.422549,0.953169,6840.422493,0.687531,2429.314326,0.609403,622.575373,0.421894
2485.207509,0.484397,2013.295282,0.500023,4260.976294,0.531274,436.723116,0.484397,1412.283396,0.531274,585.073656,0.484397,698.422595,1.000046,6841.047521,0.625029,2429.8456,0.531274,622.966016,0.390643
2485.660654,0.453146,2013.889059,0.593777,4304.322028,0.593777,437.207513,0.484397,1412.752168,0.468771,585.558053,0.484397,699.344512,0.921917,6841.610047,0.562526,2430.470629,0.625029,626.075533,0.500023
2486.129426,0.468771,2125.128526,0.515649,4370.012535,0.578151,437.707536,0.500023,1417.080491,0.718783,586.026825,0.468771,700.313306,0.968794,6842.172573,0.562526,2434.173923,0.65628,626.591182,0.515649
2502.739561,0.562526,2125.800432,0.671906,4370.700067,0.687531,440.176399,0.562526,1417.752397,0.671906,586.511222,0.484397,719.814199,1.015671,6842.76635,0.593777,2434.7677,0.593777,627.059953,0.468771
2506.817873,0.515649,2126.331706,0.531274,4371.293844,0.593777,442.582759,0.562526,1418.346174,0.593777,587.011245,0.500023,720.782993,0.968794,6846.672779,0.609403,2435.42398,0.65628,627.513099,0.453146
2512.130616,0.468771,2126.925483,0.593777,4372.028253,0.734409,449.833091,0.500023,1418.924325,0.578151,587.480016,0.468771,728.767734,0.609403,6847.485316,0.812537,2436.033383,0.609403,628.091251,0.578151
2512.693142,0.562526,2131.003795,0.468771,4375.57529,0.5469,450.333114,0.500023,1419.549354,0.625029,587.980039,0.500023,729.267757,0.500023,7180.328676,0.562526,2436.674038,0.640654,628.591274,0.500023
2513.255667,0.562526,2131.550695,0.5469,4376.215944,0.640654,450.78626,0.453146,1420.346266,0.796911,643.123188,0.578151,729.845908,0.578151,7180.953705,0.625029,2437.220938,0.5469,1302.184607,0.500023
2513.75569,0.500023,2132.066344,0.515649,4376.794096,0.578151,451.286283,0.500023,1421.111926,0.76566,643.607586,0.484397,730.53344,0.687531,7181.469354,0.515649,2437.830341,0.609403,1334.436083,0.468771
2514.349468,0.593777,2132.628869,0.562526,4377.387873,0.593777,451.786305,0.500023,1421.815083,0.703157,662.405321,0.468771,2346.357403,0.375017,7182.047505,0.578151,2438.377241,0.5469,1336.967449,0.484397
2514.865116,0.515649,2133.144518,0.515649,4377.997276,0.609403,452.286328,0.500023,1422.502614,0.687531,662.967847,0.562526,2398.531666,0.750034,7182.641282,0.593777,2469.534917,0.687531,1337.498723,0.531274
2526.881291,0.453146,2133.675792,0.531274,4378.606679,0.609403,455.755237,0.484397,1423.049514,0.5469,663.389741,0.421894,2399.250449,0.718783,7664.116446,0.76566,2475.1758,0.734409,1600.2295,0.453146
2560.585959,0.609403,2134.238318,0.562526,4379.278584,0.671906,456.270886,0.515649,1423.627666,0.578151,663.936641,0.5469,2402.172458,0.531274,7691.398945,0.531274,2475.894583,0.718783,1699.124651,0.375017
2639.495821,0.562526,2134.753967,0.515649,4379.903613,0.625029,456.724031,0.453146,1424.174566,0.5469,664.405413,0.468771,2402.766235,0.593777,7982.115378,0.640654,2493.004741,0.671906,1760.314952,0.484397
2639.980218,0.484397,2135.332118,0.578151,4380.575519,0.671906,457.23968,0.515649,1424.768343,0.593777,664.905436,0.500023,2403.406889,0.640654,8976.035873,1.015671,2493.52039,0.515649,1963.793016,0.390643
2640.448989,0.468771,2135.925895,0.593777,4381.247425,0.671906,457.78658,0.5469,1425.393372,0.625029,665.374207,0.468771,2404.125672,0.718783,8976.989042,0.953169,2494.161044,0.640654,2238.883734,0.734409
2643.18349,0.5469,2136.488421,0.562526,4397.888811,0.640654,458.208474,0.421894,1425.971523,0.578151,665.858604,0.484397,2404.860081,0.734409,8978.035965,1.046923,2494.707944,0.5469,2239.555639,0.671906
2643.699138,0.515649,2137.035321,0.5469,4398.482589,0.593777,458.692872,0.484397,1426.612177,0.640654,666.358627,0.500023,2411.797898,0.65628,8979.114139,1.078174,2495.239218,0.531274,2240.243171,0.687531
2644.308541,0.609403,2137.582221,0.5469,4399.123243,0.640654,459.224146,0.531274,1427.190329,0.578151,666.843024,0.484397,2412.469804,0.671906,,,2495.770493,0.531274,2240.930702,0.687531
2644.871067,0.562526,2138.066618,0.484397,4399.685769,0.562526,459.677292,0.453146,1430.877998,0.593777,667.343047,0.500023,2413.266716,0.796911,,,2496.301767,0.531274,2241.618234,0.687531
2645.449218,0.578151,2138.64477,0.578151,4406.82672,0.640654,460.19294,0.515649,1431.456149,0.578151,667.874321,0.531274,2414.032376,0.76566,,,2496.817416,0.515649,2242.290139,0.671906
2646.058621,0.609403,2139.160418,0.515649,4407.514252,0.687531,460.63046,0.43752,1432.034301,0.578151,668.374344,0.500023,2414.860538,0.828163,,,2497.489321,0.671906,2242.915168,0.625029
2810.300514,0.515649,2139.691693,0.531274,4428.046442,0.609403,461.146109,0.515649,1432.596826,0.562526,668.905619,0.531274,2415.735579,0.87504,,,2498.036222,0.5469,2243.618325,0.703157
2810.800537,0.500023,2140.207341,0.515649,4440.89078,0.609403,461.61488,0.468771,1433.174978,0.578151,669.405642,0.500023,2416.626244,0.890666,,,2498.598747,0.562526,2258.212743,0.671906
2811.253683,0.453146,2140.738616,0.531274,4441.609563,0.718783,462.114903,0.500023,1433.737504,0.562526,669.905664,0.500023,2417.454407,0.828163,,,2499.145647,0.5469,2258.822146,0.609403
2811.73808,0.484397,2141.316767,0.578151,4442.218966,0.609403,464.552515,0.484397,1434.284404,0.5469,670.405687,0.500023,2619.58866,0.812537,,,2528.881384,0.562526,2259.447175,0.625029
2812.253729,0.515649,2141.801164,0.484397,4442.85962,0.640654,465.021286,0.468771,1434.815678,0.531274,1366.171911,0.375017,2620.369946,0.781286,,,2529.475161,0.593777,2260.119081,0.671906
2812.753752,0.500023,2142.379316,0.578151,4714.043909,0.609403,467.412021,0.484397,1435.378204,0.562526,1366.625056,0.453146,2826.879398,0.593777,,,2530.006435,0.531274,2260.744109,0.625029
2813.285026,0.531274,2142.91059,0.531274,4714.684563,0.640654,467.896418,0.484397,1435.987607,0.609403,1369.359556,0.468771,2889.804153,0.718783,,,2530.615838,0.609403,2296.308237,0.65628
2813.691295,0.406269,2143.519993,0.609403,4715.293966,0.609403,470.240275,0.484397,1436.581384,0.593777,1399.064041,0.484397,3083.984917,0.890666,,,2531.131487,0.515649,2296.964517,0.65628
2814.160066,0.468771,2144.051267,0.531274,4722.153655,0.578151,470.693421,0.453146,1437.206412,0.625029,1417.049239,0.484397,3089.610175,0.734409,,,2531.709638,0.578151,2297.620797,0.65628
2814.675715,0.515649,2146.676387,0.531274,4722.841186,0.687531,471.193444,0.500023,1437.831441,0.625029,1430.096712,0.343766,3270.134063,0.65628,,,2532.256538,0.5469,2298.261451,0.640654
2815.12886,0.453146,2147.129533,0.453146,4732.20099,0.578151,471.64659,0.453146,1438.487721,0.65628,1517.303828,0.515649,3270.915349,0.781286,,,2532.83469,0.578151,2298.933357,0.671906
2815.675761,0.5469,2147.660807,0.531274,4732.841644,0.640654,472.162238,0.515649,1439.175252,0.687531,1543.695662,0.500023,3271.618506,0.703157,,,2533.444093,0.609403,2299.464632,0.531274
2816.144532,0.468771,2148.16083,0.500023,4747.467314,0.65628,472.584132,0.421894,1439.847158,0.671906,1544.195684,0.500023,3272.290412,0.671906,,,2534.03787,0.593777,2300.136537,0.671906
2816.597678,0.453146,2148.660853,0.500023,4748.139219,0.671906,473.115407,0.531274,1440.440935,0.593777,1570.587517,0.43752,3273.009195,0.718783,,,2534.616021,0.578151,2307.199361,0.687531
2825.879353,0.500023,2149.176502,0.515649,4748.795499,0.65628,473.552927,0.43752,1441.034713,0.593777,1571.08754,0.500023,3273.727978,0.718783,,,2535.162921,0.5469,2324.528279,0.859414
2826.332498,0.453146,2149.707776,0.531274,4749.373651,0.578151,474.05295,0.500023,1441.62849,0.593777,1592.401016,0.484397,3278.462569,0.687531,,,2535.819201,0.65628,2330.012905,0.750034
2826.785644,0.453146,2150.317179,0.609403,4753.233202,0.625029,474.49047,0.43752,1442.206641,0.578151,1726.62591,0.500023,3279.181352,0.718783,,,2536.44423,0.625029,2372.483599,0.843789
2829.09825,0.468771,2150.89533,0.578151,4753.873857,0.640654,474.990493,0.500023,1442.816044,0.609403,1729.610422,0.500023,3279.931387,0.750034,,,2537.163013,0.718783,2373.139879,0.65628
2829.551396,0.453146,2177.115281,0.578151,4754.498885,0.625029,475.443638,0.453146,1443.425447,0.609403,1763.377592,0.375017,3280.681421,0.750034,,,2537.803667,0.640654,2373.874288,0.734409
2830.051419,0.500023,2177.677806,0.562526,4755.170791,0.671906,475.959287,0.515649,1446.519339,0.625029,1823.505345,0.468771,3281.400204,0.718783,,,2538.584953,0.781286,2461.175159,0.65628
2830.504564,0.453146,2279.791856,0.5469,4755.811445,0.640654,476.381181,0.421894,1447.144367,0.625029,1965.027448,0.468771,3282.118987,0.718783,,,2539.28811,0.703157,2464.175296,0.609403
2830.988961,0.484397,2280.338756,0.5469,4756.436474,0.625029,476.865578,0.484397,1447.75377,0.609403,2387.156146,0.87504,3282.83777,0.718783,,,2540.022519,0.734409,2464.81595,0.640654
2831.473359,0.484397,2281.010661,0.671906,4757.077128,0.640654,477.318724,0.453146,1448.347547,0.593777,2387.968683,0.812537,3283.525301,0.687531,,,2540.647547,0.625029,2465.425353,0.609403
2831.957756,0.484397,2281.682567,0.671906,4757.624028,0.5469,477.803121,0.484397,1448.925699,0.578151,2388.67184,0.703157,3284.290961,0.76566,,,2541.303827,0.65628,2466.034756,0.609403
2875.287864,0.515649,2282.307596,0.625029,4758.327186,0.703157,478.256267,0.453146,1449.519476,0.593777,2389.374997,0.703157,3284.931616,0.640654,,,2541.819476,0.515649,2475.316431,0.578151
2875.756636,0.468771,2283.042004,0.734409,4758.952214,0.625029,478.771916,0.515649,1450.113253,0.593777,2390.125031,0.750034,3285.587896,0.65628,,,2542.538259,0.718783,2476.003962,0.687531
2919.883656,0.453146,2324.168887,0.531274,4759.561617,0.609403,479.240687,0.468771,1450.691405,0.578151,2390.906317,0.781286,3286.259801,0.671906,,,2545.616525,0.703157,2476.503985,0.500023
2920.446181,0.562526,2340.763397,0.593777,4760.155394,0.593777,479.74071,0.500023,1451.269556,0.578151,2479.801011,0.687531,3286.947333,0.687531,,,2546.28843,0.671906,2477.082137,0.578151
2920.946204,0.500023,2341.247794,0.484397,4760.749171,0.593777,480.193856,0.453146,1451.863333,0.593777,2480.457291,0.65628,3533.677377,0.828163,,,2547.007213,0.718783,2477.660288,0.578151
2921.477479,0.531274,2341.825945,0.578151,4769.718332,0.578151,480.693879,0.500023,1452.472736,0.609403,2481.238577,0.781286,3622.322059,0.718783,,,2547.757248,0.750034,2493.707898,0.703157
2932.884251,0.390643,2342.404097,0.578151,4770.405864,0.687531,481.178276,0.484397,1453.129016,0.65628,2481.910483,0.671906,3623.134596,0.812537,,,2548.429153,0.671906,2494.426681,0.718783
2933.446776,0.562526,2342.966622,0.562526,4770.984015,0.578151,481.662673,0.484397,1453.738419,0.609403,2482.644892,0.734409,3623.947134,0.812537,,,2549.054182,0.625029,2495.161089,0.734409
2933.837419,0.390643,2343.529148,0.562526,4771.577792,0.593777,482.14707,0.484397,1454.316571,0.578151,2483.332423,0.687531,3624.744045,0.796911,,,2549.710462,0.65628,2495.864246,0.703157
2934.399945,0.562526,2344.091674,0.562526,4772.202821,0.625029,482.631467,0.484397,1454.910348,0.593777,2484.019954,0.687531,3628.197328,0.687531,,,2550.319865,0.609403,2496.551778,0.687531
2934.884342,0.484397,2344.638574,0.5469,4782.625173,0.625029,483.100239,0.468771,1455.519751,0.609403,2484.785614,0.76566,3628.900485,0.703157,,,2550.944894,0.625029,2497.254935,0.703157
2935.306237,0.421894,2345.169848,0.531274,4783.187699,0.562526,483.600262,0.500023,1456.129153,0.609403,2485.67628,0.890666,3629.619268,0.718783,,,2551.538671,0.593777,2497.973718,0.718783
2935.868762,0.562526,2345.763625,0.593777,4783.906482,0.718783,484.069033,0.468771,1456.754182,0.625029,2540.381909,0.890666,3630.338051,0.718783,,,2552.179325,0.640654,2498.723752,0.750034
2936.306282,0.43752,2346.310525,0.5469,4784.515884,0.609403,484.55343,0.484397,1457.316708,0.562526,2541.319452,0.937543,3631.103711,0.76566,,,2552.866857,0.687531,2499.458161,0.734409
2936.806305,0.500023,2346.8418,0.531274,4785.07841,0.562526,485.037827,0.484397,1457.894859,0.578151,2542.241369,0.921917,3641.35418,0.718783,,,2553.445008,0.578151,2500.223821,0.76566
2937.353205,0.5469,2351.98266,0.625029,4785.703439,0.625029,485.506599,0.468771,1458.488636,0.593777,2542.944527,0.703157,3642.197969,0.843789,,,2554.163791,0.718783,2500.895727,0.671906
2937.821977,0.468771,2352.576437,0.593777,4811.767132,0.625029,485.97537,0.468771,1459.113665,0.625029,2543.710187,0.76566,3642.916752,0.718783,,,2570.367658,0.593777,2501.661387,0.76566
2938.228245,0.406269,2353.201466,0.625029,4812.39216,0.625029,486.491019,0.515649,1459.723068,0.609403,2544.460221,0.750034,3643.635535,0.718783,,,2571.008312,0.640654,2502.348918,0.687531
2938.775145,0.5469,2353.779617,0.578151,4813.064066,0.671906,486.95979,0.468771,1460.316845,0.593777,2545.350887,0.890666,3644.401195,0.76566,,,2571.773972,0.76566,2503.14583,0.796911
2943.494111,0.453146,2354.373394,0.593777,4813.642218,0.578151,492.366288,0.500023,1460.910622,0.593777,2577.977381,0.671906,3645.182481,0.781286,,,2611.728926,0.515649,2503.942741,0.796911
2943.994134,0.500023,2354.873417,0.500023,4915.693764,0.718783,492.913188,0.5469,1461.488774,0.578151,2578.774292,0.796911,3645.948141,0.76566,,,2637.60511,0.562526,2504.67715,0.734409
2946.431746,0.500023,2355.420317,0.5469,4948.320257,0.625029,493.397585,0.484397,1462.082551,0.593777,2579.696209,0.921917,3646.620046,0.671906,,,2638.37077,0.76566,2505.395933,0.718783
2946.884892,0.453146,2358.154818,0.65628,4972.336982,0.671906,493.850731,0.453146,1462.691954,0.609403,2585.962121,0.734409,3647.385706,0.76566,,,2642.386579,0.625029,2506.067838,0.671906
2947.463043,0.578151,2358.920478,0.76566,4972.946385,0.609403,496.319594,0.515649,1463.301357,0.609403,2586.790284,0.828163,3648.120115,0.734409,,,2643.105362,0.718783,2506.770996,0.703157
3076.843965,0.484397,2359.576758,0.65628,4973.555788,0.609403,496.788365,0.468771,1463.863883,0.562526,2587.587195,0.796911,3648.932652,0.812537,,,2789.471437,0.578151,2507.505404,0.734409
3077.390865,0.5469,2360.279915,0.703157,4974.16519,0.609403,497.304014,0.515649,1464.45766,0.593777,2630.182895,0.625029,3649.745189,0.812537,,,2790.065214,0.593777,2508.17731,0.671906
3077.859637,0.468771,2360.920569,0.640654,4974.790219,0.625029,497.772785,0.468771,1465.035811,0.578151,2768.767364,0.812537,3687.606297,0.718783,,,2790.705868,0.640654,2508.896093,0.718783
3078.35966,0.500023,2361.608101,0.687531,4975.446499,0.65628,498.288434,0.515649,1465.613963,0.578151,2869.803239,0.734409,4470.204621,0.781286,,,2791.346523,0.640654,2509.567999,0.671906
3078.859683,0.500023,2362.295632,0.687531,4976.040276,0.593777,498.74158,0.453146,1466.238991,0.625029,2870.553273,0.750034,4470.923404,0.718783,,,2792.034054,0.687531,2510.25553,0.687531
3079.34408,0.484397,2362.967538,0.671906,4976.649679,0.609403,501.226068,0.5469,1466.801517,0.562526,2871.256431,0.703157,4474.361061,0.671906,,,2792.752837,0.718783,2510.91181,0.65628
3079.859728,0.515649,2363.623818,0.65628,4977.259082,0.609403,501.647963,0.421894,1467.395294,0.593777,2872.037716,0.781286,5820.422677,0.609403,,,2793.409117,0.65628,2511.583716,0.671906
3080.375377,0.515649,2364.217595,0.593777,4977.884111,0.625029,502.226114,0.578151,1467.973446,0.578151,2872.709622,0.671906,5821.094582,0.671906,,,2794.065397,0.65628,2512.239996,0.65628
3080.891026,0.515649,2364.873875,0.65628,4978.431011,0.5469,502.632383,0.406269,1468.567223,0.593777,2873.381528,0.671906,5821.891494,0.796911,,,2794.6748,0.609403,2512.927527,0.687531
3093.391598,0.43752,2365.514529,0.640654,4979.056039,0.625029,503.163657,0.531274,1469.176626,0.609403,2874.115937,0.734409,5838.861021,0.593777,,,2795.284203,0.609403,2513.615059,0.687531
3093.907246,0.515649,2368.061521,0.578151,4979.681068,0.625029,503.569926,0.406269,1469.801654,0.625029,2874.881597,0.76566,5839.517301,0.65628,,,2795.862355,0.578151,2514.365093,0.750034
3094.360392,0.453146,2368.717801,0.65628,4980.446728,0.76566,504.1012,0.531274,1470.395432,0.593777,2875.678508,0.796911,5990.055442,0.76566,,,2796.42488,0.562526,2533.490969,0.76566
3094.844789,0.484397,2369.420958,0.703157,4981.087382,0.640654,504.53872,0.43752,1470.973583,0.578151,2876.36604,0.687531,5990.836727,0.781286,,,2797.018657,0.593777,2557.88271,0.750034
3095.313561,0.468771,2370.139741,0.718783,4981.743662,0.65628,505.08562,0.5469,1471.582986,0.609403,2877.162951,0.796911,5991.602387,0.76566,,,2827.582556,0.578151,2558.710873,0.828163
3095.797958,0.484397,2370.858524,0.718783,4991.978506,0.593777,505.507514,0.421894,1472.192389,0.609403,2877.975488,0.812537,5997.446405,0.812537,,,2844.036435,0.609403,2559.367153,0.65628
3096.282355,0.484397,2371.577307,0.718783,4992.712914,0.734409,506.054415,0.5469,1472.801792,0.609403,2878.725523,0.750034,5998.196439,0.750034,,,2844.520832,0.484397,2560.117188,0.750034
3096.766752,0.484397,2372.18671,0.609403,5001.416438,0.718783,506.50756,0.453146,1473.395569,0.593777,2879.553685,0.828163,5998.993351,0.796911,,,2935.884389,0.625029,2560.789093,0.671906
3097.266775,0.500023,2372.84299,0.65628,5001.963338,0.5469,507.023209,0.515649,1473.989346,0.593777,2880.209965,0.65628,5999.743385,0.750034,,,2936.478166,0.593777,2571.19582,0.625029
3097.751172,0.484397,2373.358639,0.515649,5002.619618,0.65628,512.320326,0.453146,1474.598749,0.609403,2880.928748,0.718783,6008.462534,0.812537,,,2937.134446,0.65628,2572.055234,0.859414
3098.282447,0.531274,2397.406614,0.750034,5003.166518,0.5469,512.835975,0.515649,1475.208152,0.609403,2881.678783,0.750034,6009.228194,0.76566,,,2937.759475,0.625029,2575.367886,0.640654
3098.78247,0.500023,2398.07852,0.671906,5003.838424,0.671906,513.289121,0.453146,1475.801929,0.593777,2882.506946,0.828163,6010.040731,0.812537,,,2938.462632,0.703157,2576.149171,0.781286
3099.32937,0.5469,2398.797303,0.718783,5004.447827,0.609403,513.836021,0.5469,1476.395706,0.593777,2883.335109,0.828163,6010.822017,0.781286,,,2939.072035,0.609403,2633.495547,0.65628
